 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2018   1  1.631   1.08  194.21   -5.30   80.00  118.31
 2018   2  1.630   1.07  194.66   -5.28   66.27  118.77
 2018   3  1.629   1.06  195.12   -5.27   52.54  119.23
 2018   4  1.628   1.05  195.58   -5.25   38.81  119.69
 2018   5  1.628   1.03  196.03   -5.23   25.08  120.15
 2018   6  1.627   1.02  196.49   -5.22   11.36  120.61
 2018   7  1.626   1.01  196.95   -5.20  357.63  121.07
 2018   8  1.625   1.00  197.41   -5.18  343.90  121.53
 2018   9  1.624   0.98  197.87   -5.16  330.17  121.99
 2018  10  1.623   0.97  198.33   -5.14  316.45  122.45
 2018  11  1.622   0.96  198.79   -5.13  302.72  122.91
 2018  12  1.622   0.95  199.25   -5.11  289.00  123.37
 2018  13  1.621   0.93  199.71   -5.09  275.27  123.83
 2018  14  1.620   0.92  200.17   -5.07  261.55  124.30
 2018  15  1.619   0.91  200.63   -5.05  247.82  124.76
 2018  16  1.618   0.89  201.09   -5.03  234.10  125.22
 2018  17  1.617   0.88  201.56   -5.01  220.44  125.69
 2018  18  1.616   0.87  202.02   -4.99  206.72  126.15
 2018  19  1.615   0.85  202.48   -4.96  192.99  126.62
 2018  20  1.614   0.84  202.95   -4.94  179.27  127.09
 2018  21  1.613   0.83  203.41   -4.92  165.55  127.55
 2018  22  1.612   0.81  203.88   -4.90  151.83  128.02
 2018  23  1.611   0.80  204.35   -4.87  138.11  128.49
 2018  24  1.610   0.79  204.81   -4.85  124.39  128.95
 2018  25  1.609   0.77  205.28   -4.83  110.67  129.42
 2018  26  1.608   0.76  205.75   -4.80   96.95  129.89
 2018  27  1.607   0.75  206.22   -4.78   83.24  130.36
 2018  28  1.606   0.73  206.69   -4.76   69.52  130.83
 2018  29  1.605   0.72  207.16   -4.73   55.80  131.30
 2018  30  1.604   0.70  207.63   -4.70   42.09  131.77
 2018  31  1.603   0.69  208.10   -4.68   28.37  132.25
 2018  32  1.602   0.68  208.57   -4.65   14.66  132.72
 2018  33  1.601   0.66  209.04   -4.63    0.94  133.19
 2018  34  1.600   0.65  209.51   -4.60  347.23  133.67
 2018  35  1.599   0.63  209.99   -4.57  333.51  134.14
 2018  36  1.598   0.62  210.46   -4.55  319.80  134.61
 2018  37  1.597   0.60  210.94   -4.52  306.15  135.09
 2018  38  1.596   0.59  211.41   -4.49  292.44  135.57
 2018  39  1.595   0.57  211.89   -4.46  278.73  136.04
 2018  40  1.594   0.56  212.36   -4.43  265.02  136.52
 2018  41  1.593   0.55  212.84   -4.40  251.31  137.00
 2018  42  1.592   0.53  213.32   -4.37  237.60  137.48
 2018  43  1.591   0.52  213.80   -4.34  223.89  137.95
 2018  44  1.589   0.50  214.27   -4.31  210.18  138.43
 2018  45  1.588   0.49  214.75   -4.28  196.48  138.91
 2018  46  1.587   0.47  215.23   -4.25  182.77  139.39
 2018  47  1.586   0.46  215.72   -4.22  169.06  139.88
 2018  48  1.585   0.44  216.20   -4.19  155.36  140.36
 2018  49  1.584   0.43  216.68   -4.16  141.65  140.84
 2018  50  1.583   0.41  217.16   -4.13  127.95  141.32
 2018  51  1.582   0.40  217.65   -4.09  114.25  141.81
 2018  52  1.580   0.38  218.13   -4.06  100.54  142.29
 2018  53  1.579   0.36  218.62   -4.03   86.84  142.78
 2018  54  1.578   0.35  219.10   -3.99   73.14  143.26
 2018  55  1.577   0.33  219.59   -3.96   59.44  143.75
 2018  56  1.576   0.32  220.08   -3.93   45.74  144.24
 2018  57  1.575   0.30  220.56   -3.89   32.10  144.73
 2018  58  1.573   0.29  221.05   -3.86   18.40  145.22
 2018  59  1.572   0.27  221.54   -3.82    4.70  145.70
 2018  60  1.571   0.26  222.03   -3.78  351.01  146.19
 2018  61  1.570   0.24  222.52   -3.75  337.31  146.69
 2018  62  1.569   0.22  223.01   -3.71  323.61  147.18
 2018  63  1.567   0.21  223.51   -3.68  309.92  147.67
 2018  64  1.566   0.19  224.00   -3.64  296.22  148.16
 2018  65  1.565   0.18  224.49   -3.60  282.53  148.66
 2018  66  1.564   0.16  224.99   -3.56  268.84  149.15
 2018  67  1.563   0.15  225.48   -3.53  255.15  149.65
 2018  68  1.561   0.13  225.98   -3.49  241.45  150.14
 2018  69  1.560   0.11  226.48   -3.45  227.76  150.64
 2018  70  1.559   0.10  226.97   -3.41  214.07  151.13
 2018  71  1.558   0.08  227.47   -3.37  200.38  151.63
 2018  72  1.556   0.07  227.97   -3.33  186.69  152.13
