 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2018   1  0.390   5.14  181.43   -1.84   67.04  105.35
 2018   2  0.395   4.81  185.29   -2.03   56.71  109.21
 2018   3  0.401   4.46  189.04   -2.20   46.27  112.96
 2018   4  0.406   4.11  192.68   -2.36   35.74  116.62
 2018   5  0.411   3.75  196.24   -2.51   25.12  120.18
 2018   6  0.416   3.38  199.71   -2.64   14.41  123.66
 2018   7  0.421   3.01  203.10   -2.77    3.64  127.07
 2018   8  0.425   2.64  206.43   -2.87  352.79  130.42
 2018   9  0.430   2.27  209.69   -2.97  341.89  133.70
 2018  10  0.434   1.89  212.89   -3.06  330.92  136.92
 2018  11  0.438   1.51  216.04   -3.14  319.91  140.09
 2018  12  0.442   1.14  219.13   -3.20  308.84  143.22
 2018  13  0.445   0.77  222.18   -3.26  297.73  146.30
 2018  14  0.449   0.40  225.19   -3.30  286.58  149.33
 2018  15  0.452   0.04  228.16   -3.34  275.38  152.32
 2018  16  0.454  -0.32  231.08   -3.36  264.15  155.28
 2018  17  0.457  -0.68  233.97   -3.38  252.94  158.19
 2018  18  0.459  -1.02  236.83   -3.39  241.64  161.08
 2018  19  0.461  -1.37  239.66   -3.39  230.30  163.93
 2018  20  0.463  -1.70  242.46   -3.38  218.94  166.75
 2018  21  0.464  -2.03  245.23   -3.37  207.55  169.55
 2018  22  0.465  -2.35  247.99   -3.34  196.14  172.33
 2018  23  0.466  -2.67  250.73   -3.31  184.71  175.09
 2018  24  0.466  -2.97  253.46   -3.27  173.27  177.84
 2018  25  0.467  -3.27  256.19   -3.22  161.83  180.58
 2018  26  0.467  -3.56  258.91   -3.17  150.38  183.32
 2018  27  0.466  -3.85  261.64   -3.11  138.93  186.06
 2018  28  0.466  -4.12  264.38   -3.04  127.50  188.81
 2018  29  0.465  -4.39  267.13   -2.96  116.07  191.57
 2018  30  0.464  -4.65  269.91   -2.88  104.66  194.35
 2018  31  0.462  -4.90  272.70   -2.79   93.27  197.15
 2018  32  0.461  -5.14  275.53   -2.69   81.91  199.97
 2018  33  0.459  -5.37  278.38   -2.59   70.57  202.82
 2018  34  0.457  -5.59  281.27   -2.47   59.27  205.71
 2018  35  0.454  -5.80  284.19   -2.35   48.00  208.62
 2018  36  0.451  -5.99  287.15   -2.22   36.76  211.58
 2018  37  0.448  -6.17  290.16   -2.09   25.63  214.57
 2018  38  0.445  -6.34  293.21   -1.94   14.48  217.60
 2018  39  0.441  -6.49  296.30   -1.79    3.37  220.68
 2018  40  0.438  -6.63  299.44   -1.63  352.30  223.80
 2018  41  0.434  -6.74  302.64   -1.46  341.29  226.97
 2018  42  0.429  -6.84  305.89   -1.29  330.32  230.20
 2018  43  0.425  -6.91  309.20   -1.11  319.42  233.48
 2018  44  0.420  -6.97  312.57   -0.92  308.57  236.82
 2018  45  0.415  -7.00  316.02   -0.72  297.80  240.24
 2018  46  0.410  -7.00  319.54   -0.52  287.10  243.72
 2018  47  0.405  -6.98  323.14   -0.31  276.48  247.29
 2018  48  0.400  -6.93  326.83   -0.09  265.96  250.96
 2018  49  0.394  -6.85  330.63    0.13  255.53  254.72
 2018  50  0.389  -6.73  334.53    0.36  245.21  258.59
 2018  51  0.383  -6.58  338.55    0.59  235.01  262.57
 2018  52  0.378  -6.39  342.69    0.83  224.94  266.69
 2018  53  0.372  -6.16  346.97    1.08  215.01  270.94
 2018  54  0.366  -5.89  351.39    1.32  205.22  275.34
 2018  55  0.360  -5.57  355.96    1.56  195.58  279.90
 2018  56  0.354  -5.20    0.69    1.81  186.11  284.61
 2018  57  0.349  -4.78    5.56    2.04  176.86  289.48
 2018  58  0.343  -4.31   10.60    2.27  167.71  294.53
 2018  59  0.338  -3.79   15.79    2.49  158.73  299.73
 2018  60  0.333  -3.23   21.14    2.70  149.92  305.10
 2018  61  0.328  -2.62   26.64    2.88  141.26  310.63
 2018  62  0.324  -1.96   32.28    3.04  132.75  316.31
 2018  63  0.320  -1.27   38.06    3.18  124.38  322.13
 2018  64  0.317  -0.55   43.96    3.29  116.14  328.08
 2018  65  0.314   0.18   49.96    3.36  108.02  334.14
 2018  66  0.311   0.93   56.06    3.39   99.98  340.30
 2018  67  0.309   1.68   62.24    3.38   92.03  346.53
 2018  68  0.308   2.41   68.47    3.34   84.12  352.81
 2018  69  0.308   3.11   74.74    3.25   76.25  359.12
 2018  70  0.308   3.78   81.03    3.12   68.38    5.45
 2018  71  0.308   4.41   87.32    2.96   60.50   11.75
 2018  72  0.310   4.98   93.58    2.76   52.58   18.02
 2018  73  0.312   5.48   99.79    2.53   44.61   24.23
 2018  74  0.314   5.91  105.94    2.28   36.55   30.36
 2018  75  0.317   6.28  111.99    2.00   28.39   36.39
 2018  76  0.321   6.56  117.95    1.71   20.12   42.31
 2018  77  0.325   6.78  123.77    1.40   11.72   48.10
 2018  78  0.329   6.92  129.46    1.09    3.24   53.74
 2018  79  0.334   6.99  135.00    0.78  354.55   59.23
 2018  80  0.339   7.00  140.39    0.47  345.69   64.57
 2018  81  0.344   6.95  145.61    0.16  336.68   69.74
 2018  82  0.350   6.85  150.66   -0.13  327.49   74.74
 2018  83  0.355   6.70  155.54   -0.42  318.15   79.59
 2018  84  0.361   6.51  160.26   -0.69  308.64   84.27
 2018  85  0.367   6.28  164.81   -0.95  298.98   88.79
 2018  86  0.373   6.03  169.21   -1.20  289.17   93.17
 2018  87  0.378   5.75  173.46   -1.43  279.21   97.40
 2018  88  0.384   5.45  177.57   -1.65  269.12  101.50
 2018  89  0.390   5.13  181.55   -1.85  258.91  105.47
 2018  90  0.395   4.80  185.41   -2.04  248.58  109.33
 2018  91  0.401   4.45  189.15   -2.21  238.14  113.07
 2018  92  0.406   4.10  192.80   -2.37  227.60  116.73
 2018  93  0.411   3.74  196.35   -2.51  216.98  120.29
 2018  94  0.416   3.37  199.82   -2.65  206.27  123.77
 2018  95  0.421   3.00  203.21   -2.77  195.49  127.18
 2018  96  0.426   2.63  206.53   -2.88  184.64  130.52
 2018  97  0.430   2.25  209.79   -2.98  173.73  133.80
 2018  98  0.434   1.88  212.99   -3.06  162.83  137.02
 2018  99  0.438   1.50  216.13   -3.14  151.82  140.19
 2018 100  0.442   1.13  219.23   -3.20  140.75  143.31
 2018 101  0.445   0.76  222.28   -3.26  129.64  146.39
 2018 102  0.449   0.39  225.29   -3.30  118.48  149.42
 2018 103  0.452   0.03  228.25   -3.34  107.29  152.41
 2018 104  0.454  -0.33  231.18   -3.37   96.05  155.37
 2018 105  0.457  -0.69  234.07   -3.38   84.78  158.28
 2018 106  0.459  -1.03  236.92   -3.39   73.48  161.16
 2018 107  0.461  -1.38  239.75   -3.39   62.14  164.01
 2018 108  0.463  -1.71  242.55   -3.38   50.77  166.84
 2018 109  0.464  -2.04  245.32   -3.37   39.38  169.63
 2018 110  0.465  -2.36  248.08   -3.34   27.97  172.41
 2018 111  0.466  -2.68  250.82   -3.31   16.55  175.17
 2018 112  0.466  -2.98  253.55   -3.27    5.11  177.92
 2018 113  0.467  -3.28  256.28   -3.22  353.66  180.66
 2018 114  0.467  -3.57  259.00   -3.17  342.21  183.40
 2018 115  0.466  -3.86  261.73   -3.11  330.77  186.14
 2018 116  0.466  -4.13  264.47   -3.04  319.33  188.89
 2018 117  0.465  -4.40  267.22   -2.96  307.90  191.65
 2018 118  0.464  -4.66  270.00   -2.88  296.56  194.43
 2018 119  0.462  -4.91  272.79   -2.79  285.17  197.23
 2018 120  0.461  -5.15  275.62   -2.69  273.81  200.06
 2018 121  0.459  -5.38  278.47   -2.58  262.47  202.91
 2018 122  0.456  -5.60  281.36   -2.47  251.17  205.79
 2018 123  0.454  -5.80  284.28   -2.35  239.90  208.71
 2018 124  0.451  -6.00  287.25   -2.22  228.67  211.67
 2018 125  0.448  -6.18  290.25   -2.08  217.47  214.66
 2018 126  0.445  -6.35  293.30   -1.94  206.32  217.69
 2018 127  0.441  -6.50  296.40   -1.78  195.21  220.77
 2018 128  0.437  -6.63  299.55   -1.62  184.15  223.90
 2018 129  0.433  -6.75  302.74   -1.46  173.13  227.07
 2018 130  0.429  -6.84  305.99   -1.28  162.17  230.30
 2018 131  0.425  -6.92  309.30   -1.10  151.27  233.58
 2018 132  0.420  -6.97  312.68   -0.91  140.43  236.93
 2018 133  0.415  -7.00  316.13   -0.71  129.66  240.34
 2018 134  0.410  -7.00  319.65   -0.51  118.96  243.83
 2018 135  0.405  -6.98  323.25   -0.30  108.34  247.41
 2018 136  0.400  -6.93  326.95   -0.08   97.82  251.07
 2018 137  0.394  -6.85  330.75    0.14   87.40  254.83
 2018 138  0.389  -6.73  334.65    0.37   77.14  258.71
 2018 139  0.383  -6.58  338.68    0.60   66.95  262.70
 2018 140  0.377  -6.39  342.83    0.84   56.88  266.82
 2018 141  0.372  -6.15  347.11    1.08   46.95  271.08
 2018 142  0.366  -5.88  351.54    1.33   37.17  275.48
 2018 143  0.360  -5.56  356.11    1.57   27.54  280.04
 2018 144  0.354  -5.19    0.84    1.81   18.07  284.76
 2018 145  0.349  -4.77    5.72    2.05    8.76  289.64
 2018 146  0.343  -4.30   10.76    2.28  359.62  294.68
 2018 147  0.338  -3.78   15.96    2.50  350.65  299.90
 2018 148  0.333  -3.21   21.31    2.70  341.83  305.27
 2018 149  0.328  -2.60   26.82    2.89  333.18  310.80
 2018 150  0.324  -1.94   32.46    3.05  324.68  316.49
 2018 151  0.320  -1.25   38.24    3.18  316.31  322.31
 2018 152  0.316  -0.53   44.14    3.29  308.08  328.27
 2018 153  0.313   0.21   50.15    3.36  299.96  334.33
 2018 154  0.311   0.95   56.26    3.39  291.93  340.49
 2018 155  0.309   1.70   62.43    3.38  283.97  346.72
 2018 156  0.308   2.43   68.67    3.33  276.07  353.00
 2018 157  0.308   3.13   74.94    3.25  268.19  359.32
 2018 158  0.308   3.80   81.23    3.12  260.39    5.64
 2018 159  0.308   4.43   87.52    2.95  252.51   11.95
 2018 160  0.310   4.99   93.77    2.75  244.59   18.21
 2018 161  0.312   5.49   99.99    2.52  236.61   24.42
 2018 162  0.314   5.93  106.13    2.27  228.55   30.55
 2018 163  0.317   6.29  112.18    1.99  220.39   36.58
 2018 164  0.321   6.57  118.13    1.70  212.12   42.49
 2018 165  0.325   6.78  123.95    1.39  203.71   48.27
 2018 166  0.329   6.92  129.64    1.08  195.16   53.91
 2018 167  0.334   6.99  135.18    0.77  186.46   59.40
 2018 168  0.339   7.00  140.55    0.46  177.60   64.73
 2018 169  0.344   6.95  145.77    0.15  168.58   69.89
 2018 170  0.350   6.84  150.81   -0.14  159.40   74.90
 2018 171  0.356   6.69  155.69   -0.43  150.05   79.73
 2018 172  0.361   6.50  160.40   -0.70  140.54   84.41
 2018 173  0.367   6.28  164.95   -0.96  130.87   88.93
 2018 174  0.373   6.02  169.35   -1.21  121.05   93.30
 2018 175  0.379   5.74  173.59   -1.44  111.09   97.53
 2018 176  0.384   5.44  177.70   -1.65  101.00  101.62
 2018 177  0.390   5.12  181.67   -1.85   90.78  105.59
 2018 178  0.396   4.78  185.53   -2.04   80.51  109.44
 2018 179  0.401   4.44  189.27   -2.21   70.06  113.19
 2018 180  0.406   4.09  192.91   -2.37   59.52  116.84
 2018 181  0.411   3.73  196.46   -2.52   48.90  120.40
 2018 182  0.416   3.36  199.93   -2.65   38.19  123.87
 2018 183  0.421   2.99  203.32   -2.77   27.41  127.28
 2018 184  0.426   2.62  206.63   -2.88   16.56  130.62
 2018 185  0.430   2.24  209.89   -2.98    5.65  133.90
 2018 186  0.434   1.87  213.09   -3.07  354.68  137.12
 2018 187  0.438   1.49  216.23   -3.14  343.66  140.29
 2018 188  0.442   1.12  219.33   -3.21  332.60  143.41
 2018 189  0.446   0.75  222.38   -3.26  321.48  146.48
 2018 190  0.449   0.38  225.38   -3.31  310.33  149.51
 2018 191  0.452   0.02  228.34   -3.34  299.13  152.50
 2018 192  0.455  -0.34  231.27   -3.37  287.89  155.45
 2018 193  0.457  -0.70  234.16   -3.38  276.62  158.37
 2018 194  0.459  -1.05  237.01   -3.39  265.31  161.25
 2018 195  0.461  -1.39  239.84   -3.39  253.98  164.10
 2018 196  0.463  -1.72  242.64   -3.38  242.61  166.92
 2018 197  0.464  -2.05  245.41   -3.36  231.22  169.72
 2018 198  0.465  -2.37  248.17   -3.34  219.87  172.50
 2018 199  0.466  -2.68  250.91   -3.31  208.44  175.26
 2018 200  0.466  -2.99  253.64   -3.27  197.00  178.00
 2018 201  0.467  -3.29  256.36   -3.22  185.56  180.75
 2018 202  0.467  -3.58  259.09   -3.17  174.11  183.49
 2018 203  0.466  -3.86  261.82   -3.11  162.66  186.23
 2018 204  0.466  -4.14  264.56   -3.04  151.23  188.98
 2018 205  0.465  -4.41  267.31   -2.96  139.80  191.74
 2018 206  0.464  -4.66  270.08   -2.88  128.39  194.52
 2018 207  0.462  -4.91  272.88   -2.78  117.01  197.32
 2018 208  0.461  -5.15  275.71   -2.69  105.64  200.14
 2018 209  0.459  -5.38  278.56   -2.58   94.31  203.00
 2018 210  0.456  -5.60  281.45   -2.47   83.01  205.88
 2018 211  0.454  -5.81  284.38   -2.34   71.74  208.80
 2018 212  0.451  -6.00  287.34   -2.21   60.51  211.76
 2018 213  0.448  -6.18  290.35   -2.08   49.31  214.75
 2018 214  0.445  -6.35  293.40   -1.93   38.16  217.79
 2018 215  0.441  -6.50  296.50   -1.78   27.06  220.87
 2018 216  0.437  -6.63  299.65   -1.62   15.99  223.99
 2018 217  0.433  -6.75  302.84   -1.45    4.98  227.17
 2018 218  0.429  -6.84  306.10   -1.28  354.02  230.40
 2018 219  0.425  -6.92  309.41   -1.09  343.18  233.68
 2018 220  0.420  -6.97  312.79   -0.90  332.34  237.03
 2018 221  0.415  -7.00  316.24   -0.71  321.57  240.45
 2018 222  0.410  -7.00  319.76   -0.50  310.88  243.94
 2018 223  0.405  -6.98  323.37   -0.29  300.27  247.52
 2018 224  0.400  -6.93  327.07   -0.08  289.75  251.18
 2018 225  0.394  -6.84  330.87    0.15  279.33  254.95
 2018 226  0.389  -6.73  334.78    0.38  269.01  258.83
 2018 227  0.383  -6.57  338.81    0.61  258.82  262.82
 2018 228  0.377  -6.38  342.96    0.85  248.76  266.95
 2018 229  0.371  -6.15  347.25    1.09  238.84  271.21
 2018 230  0.366  -5.87  351.68    1.33  229.06  275.62
 2018 231  0.360  -5.55  356.26    1.58  219.43  280.18
 2018 232  0.354  -5.17    0.99    1.82  209.97  284.90
 2018 233  0.348  -4.75    5.88    2.06  200.66  289.79
 2018 234  0.343  -4.28   10.92    2.29  191.53  294.84
 2018 235  0.338  -3.76   16.13    2.51  182.56  300.06
 2018 236  0.333  -3.19   21.48    2.71  173.75  305.44
 2018 237  0.328  -2.58   26.99    2.89  165.10  310.98
 2018 238  0.324  -1.92   32.64    3.05  156.60  316.67
 2018 239  0.320  -1.23   38.43    3.19  148.31  322.50
 2018 240  0.316  -0.51   44.33    3.29  140.08  328.45
 2018 241  0.313   0.23   50.34    3.36  131.96  334.52
 2018 242  0.311   0.98   56.45    3.39  123.93  340.68
 2018 243  0.309   1.72   62.63    3.38  115.98  346.91
 2018 244  0.308   2.45   68.86    3.33  108.07  353.20
 2018 245  0.308   3.16   75.14    3.24  100.20  359.51
 2018 246  0.308   3.82   81.43    3.11   92.33    5.83
 2018 247  0.308   4.44   87.71    2.95   84.45   12.14
 2018 248  0.310   5.01   93.97    2.75   76.53   18.41
 2018 249  0.312   5.51  100.18    2.52   68.55   24.61
 2018 250  0.314   5.94  106.32    2.26   60.49   30.74
 2018 251  0.317   6.30  112.37    1.98   52.32   36.76
 2018 252  0.321   6.58  118.31    1.69   44.05   42.67
 2018 253  0.325   6.79  124.13    1.38   35.64   48.45
 2018 254  0.329   6.93  129.82    1.07   27.08   54.08
 2018 255  0.334   6.99  135.35    0.76   18.38   59.57
 2018 256  0.339   7.00  140.72    0.45    9.51   64.89
 2018 257  0.345   6.95  145.93    0.14    0.49   70.05
 2018 258  0.350   6.84  150.97   -0.15  351.30   75.05
 2018 259  0.356   6.69  155.84   -0.44  342.01   79.88
 2018 260  0.361   6.50  160.55   -0.71  332.49   84.55
 2018 261  0.367   6.27  165.09   -0.97  322.82   89.07
 2018 262  0.373   6.01  169.48   -1.21  313.00   93.43
 2018 263  0.379   5.73  173.72   -1.44  303.03   97.66
 2018 264  0.385   5.43  177.82   -1.66  292.93  101.75
 2018 265  0.390   5.11  181.80   -1.86  282.71  105.71
 2018 266  0.396   4.77  185.65   -2.05  272.37  109.56
 2018 267  0.401   4.43  189.39   -2.22  261.93  113.30
 2018 268  0.406   4.08  193.03   -2.38  251.38  116.95
 2018 269  0.412   3.71  196.57   -2.52  240.75  120.50
 2018 270  0.416   3.35  200.03   -2.66  230.04  123.98
 2018 271  0.421   2.98  203.42   -2.78  219.26  127.38
 2018 272  0.426   2.60  206.74   -2.88  208.41  130.72
 2018 273  0.430   2.23  209.99   -2.98  197.50  134.00
 2018 274  0.434   1.85  213.19   -3.07  186.53  137.22
 2018 275  0.438   1.48  216.33   -3.14  175.51  140.38
 2018 276  0.442   1.11  219.43   -3.21  164.44  143.50
 2018 277  0.446   0.74  222.47   -3.26  153.33  146.58
 2018 278  0.449   0.37  225.48   -3.31  142.17  149.61
 2018 279  0.452   0.00  228.44   -3.34  131.03  152.59
 2018 280  0.455  -0.35  231.36   -3.37  119.79  155.54
 2018 281  0.457  -0.71  234.25   -3.38  108.52  158.46
 2018 282  0.459  -1.06  237.10   -3.39   97.21  161.34
 2018 283  0.461  -1.40  239.93   -3.39   85.88  164.19
 2018 284  0.463  -1.73  242.72   -3.38   74.51  167.01
 2018 285  0.464  -2.06  245.50   -3.36   63.12  169.81
 2018 286  0.465  -2.38  248.25   -3.34   51.71  172.58
 2018 287  0.466  -2.69  250.99   -3.31   40.28  175.34
 2018 288  0.466  -3.00  253.72   -3.27   28.84  178.09
 2018 289  0.467  -3.30  256.45   -3.22   17.39  180.83
 2018 290  0.467  -3.59  259.17   -3.17    5.94  183.57
 2018 291  0.466  -3.87  261.90   -3.10  354.50  186.31
 2018 292  0.466  -4.15  264.64   -3.03  343.06  189.06
 2018 293  0.465  -4.41  267.40   -2.96  331.64  191.82
 2018 294  0.464  -4.67  270.17   -2.87  320.23  194.60
 2018 295  0.462  -4.92  272.97   -2.78  308.84  197.40
 2018 296  0.461  -5.16  275.80   -2.68  297.48  200.23
 2018 297  0.459  -5.39  278.65   -2.58  286.15  203.09
 2018 298  0.456  -5.61  281.54   -2.46  274.85  205.97
 2018 299  0.454  -5.82  284.47   -2.34  263.64  208.89
 2018 300  0.451  -6.01  287.44   -2.21  252.41  211.85
 2018 301  0.448  -6.19  290.45   -2.07  241.22  214.84
 2018 302  0.445  -6.36  293.50   -1.93  230.07  217.88
 2018 303  0.441  -6.50  296.60   -1.77  218.96  220.96
 2018 304  0.437  -6.64  299.75   -1.61  207.90  224.09
 2018 305  0.433  -6.75  302.95   -1.45  196.89  227.27
 2018 306  0.429  -6.85  306.20   -1.27  185.93  230.50
 2018 307  0.424  -6.92  309.52   -1.09  175.03  233.78
 2018 308  0.420  -6.97  312.90   -0.90  164.20  237.14
 2018 309  0.415  -7.00  316.35   -0.70  153.43  240.55
 2018 310  0.410  -7.00  319.87   -0.50  142.74  244.05
 2018 311  0.405  -6.98  323.48   -0.29  132.13  247.63
 2018 312  0.399  -6.92  327.19   -0.07  121.61  251.30
 2018 313  0.394  -6.84  330.99    0.15  111.19  255.07
 2018 314  0.388  -6.72  334.90    0.38  100.89  258.95
 2018 315  0.383  -6.57  338.93    0.62   90.70  262.95
 2018 316  0.377  -6.37  343.09    0.86   80.64  267.08
 2018 317  0.371  -6.14  347.38    1.10   70.72  271.34
 2018 318  0.365  -5.86  351.82    1.34   60.95  275.76
 2018 319  0.360  -5.54  356.40    1.59   51.39  280.32
 2018 320  0.354  -5.16    1.14    1.83   41.93  285.05
 2018 321  0.348  -4.74    6.03    2.06   32.63  289.94
 2018 322  0.343  -4.27   11.08    2.29   23.50  295.00
 2018 323  0.338  -3.74   16.29    2.51   14.53  300.22
 2018 324  0.333  -3.17   21.66    2.71    5.73  305.61
 2018 325  0.328  -2.56   27.17    2.90  357.09  311.15
 2018 326  0.324  -1.90   32.82    3.06  348.59  316.84
 2018 327  0.320  -1.21   38.61    3.19  340.24  322.68
 2018 328  0.316  -0.49   44.52    3.29  332.01  328.64
 2018 329  0.313   0.25   50.53    3.36  323.90  334.71
 2018 330  0.311   1.00   56.64    3.39  315.87  340.87
 2018 331  0.309   1.74   62.82    3.38  307.92  347.11
 2018 332  0.308   2.47   69.06    3.33  300.02  353.39
 2018 333  0.308   3.18   75.33    3.24  292.15  359.71
 2018 334  0.308   3.84   81.62    3.11  284.28    6.03
 2018 335  0.308   4.46   87.91    2.94  276.40   12.33
 2018 336  0.310   5.02   94.17    2.74  268.47   18.60
 2018 337  0.312   5.52  100.37    2.51  260.49   24.80
 2018 338  0.314   5.95  106.51    2.25  252.42   30.92
 2018 339  0.317   6.31  112.56    1.97  244.26   36.95
 2018 340  0.321   6.59  118.50    1.68  236.04   42.85
 2018 341  0.325   6.79  124.31    1.37  227.62   48.62
 2018 342  0.329   6.93  129.99    1.06  219.07   54.25
 2018 343  0.334   7.00  135.52    0.75  210.36   59.73
 2018 344  0.339   7.00  140.89    0.44  201.49   65.05
 2018 345  0.345   6.94  146.09    0.13  192.46   70.21
 2018 346  0.350   6.84  151.12   -0.16  183.26   75.20
 2018 347  0.356   6.68  155.99   -0.45  173.90   80.03
 2018 348  0.362   6.49  160.69   -0.72  164.38   84.69
 2018 349  0.367   6.26  165.23   -0.98  154.70   89.20
 2018 350  0.373   6.00  169.62   -1.22  144.88   93.57
 2018 351  0.379   5.72  173.85   -1.45  134.91   97.78
 2018 352  0.385   5.42  177.95   -1.67  124.81  101.87
 2018 353  0.390   5.10  181.92   -1.87  114.58  105.83
 2018 354  0.396   4.76  185.77   -2.05  104.24  109.68
 2018 355  0.401   4.42  189.50   -2.22   93.79  113.41
 2018 356  0.407   4.06  193.14   -2.38   83.24  117.06
 2018 357  0.412   3.70  196.68   -2.53   72.61  120.61
 2018 358  0.417   3.34  200.14   -2.66   61.90  124.09
 2018 359  0.421   2.97  203.53   -2.78   51.11  127.49
 2018 360  0.426   2.59  206.84   -2.89   40.32  130.82
 2018 361  0.430   2.22  210.10   -2.98   29.41  134.10
 2018 362  0.435   1.84  213.29   -3.07   18.44  137.31
 2018 363  0.439   1.47  216.43   -3.15    7.42  140.48
 2018 364  0.442   1.10  219.52   -3.21  356.35  143.60
 2018 365  0.446   0.72  222.57   -3.26  345.23  146.67
