 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2018   1 10.043   0.95  271.23    2.84  156.66  194.98
 2018   2 10.043   0.95  271.26    2.84  142.51  195.01
 2018   3 10.043   0.95  271.29    2.84  128.35  195.04
 2018   4 10.043   0.95  271.32    2.85  114.19  195.07
 2018   5 10.043   0.95  271.35    2.85  100.04  195.10
 2018   6 10.043   0.95  271.38    2.85   85.88  195.13
 2018   7 10.043   0.95  271.41    2.85   71.72  195.16
 2018   8 10.043   0.94  271.44    2.86   57.56  195.19
 2018   9 10.043   0.94  271.47    2.86   43.41  195.22
 2018  10 10.043   0.94  271.50    2.86   29.25  195.25
 2018  11 10.043   0.94  271.53    2.86   15.09  195.28
 2018  12 10.043   0.94  271.56    2.87    0.93  195.31
 2018  13 10.043   0.94  271.59    2.87  346.78  195.34
 2018  14 10.043   0.94  271.62    2.87  332.62  195.37
 2018  15 10.043   0.94  271.65    2.87  318.46  195.40
 2018  16 10.043   0.93  271.68    2.88  304.30  195.43
 2018  17 10.043   0.93  271.71    2.88  290.21  195.46
 2018  18 10.043   0.93  271.74    2.88  276.05  195.49
 2018  19 10.043   0.93  271.77    2.88  261.89  195.52
 2018  20 10.043   0.93  271.80    2.89  247.74  195.55
 2018  21 10.043   0.93  271.83    2.89  233.58  195.58
 2018  22 10.043   0.93  271.86    2.89  219.42  195.61
 2018  23 10.043   0.93  271.89    2.89  205.26  195.64
 2018  24 10.043   0.92  271.92    2.90  191.11  195.67
 2018  25 10.043   0.92  271.95    2.90  176.95  195.70
 2018  26 10.043   0.92  271.98    2.90  162.79  195.73
 2018  27 10.043   0.92  272.01    2.90  148.63  195.76
 2018  28 10.043   0.92  272.04    2.91  134.48  195.79
 2018  29 10.043   0.92  272.07    2.91  120.32  195.82
 2018  30 10.043   0.92  272.10    2.91  106.16  195.85
 2018  31 10.043   0.92  272.13    2.91   92.00  195.88
 2018  32 10.043   0.92  272.16    2.92   77.85  195.91
 2018  33 10.043   0.91  272.19    2.92   63.69  195.94
 2018  34 10.043   0.91  272.22    2.92   49.53  195.97
 2018  35 10.043   0.91  272.25    2.92   35.37  196.00
 2018  36 10.043   0.91  272.28    2.93   21.22  196.03
 2018  37 10.043   0.91  272.31    2.93    7.12  196.06
 2018  38 10.043   0.91  272.34    2.93  352.96  196.09
 2018  39 10.043   0.91  272.37    2.93  338.81  196.12
 2018  40 10.043   0.91  272.40    2.94  324.65  196.15
 2018  41 10.043   0.90  272.43    2.94  310.49  196.18
 2018  42 10.043   0.90  272.46    2.94  296.33  196.21
 2018  43 10.043   0.90  272.49    2.94  282.18  196.24
 2018  44 10.043   0.90  272.52    2.94  268.02  196.27
 2018  45 10.043   0.90  272.55    2.95  253.86  196.30
 2018  46 10.043   0.90  272.58    2.95  239.70  196.33
 2018  47 10.043   0.90  272.61    2.95  225.55  196.36
 2018  48 10.043   0.90  272.64    2.95  211.39  196.39
 2018  49 10.043   0.89  272.67    2.96  197.23  196.42
 2018  50 10.043   0.89  272.70    2.96  183.07  196.45
 2018  51 10.043   0.89  272.73    2.96  168.92  196.48
 2018  52 10.043   0.89  272.76    2.96  154.76  196.51
 2018  53 10.043   0.89  272.79    2.97  140.60  196.54
 2018  54 10.043   0.89  272.82    2.97  126.44  196.57
 2018  55 10.043   0.89  272.85    2.97  112.29  196.60
 2018  56 10.043   0.89  272.88    2.97   98.13  196.63
 2018  57 10.043   0.88  272.91    2.98   84.03  196.66
 2018  58 10.043   0.88  272.94    2.98   69.88  196.69
 2018  59 10.043   0.88  272.98    2.98   55.72  196.72
 2018  60 10.043   0.88  273.01    2.98   41.56  196.75
 2018  61 10.043   0.88  273.04    2.99   27.40  196.78
 2018  62 10.043   0.88  273.07    2.99   13.25  196.81
 2018  63 10.043   0.88  273.10    2.99  359.09  196.84
 2018  64 10.043   0.88  273.13    2.99  344.93  196.87
 2018  65 10.043   0.87  273.16    3.00  330.77  196.90
 2018  66 10.043   0.87  273.19    3.00  316.62  196.93
 2018  67 10.043   0.87  273.22    3.00  302.46  196.96
 2018  68 10.043   0.87  273.25    3.00  288.30  196.99
 2018  69 10.043   0.87  273.28    3.01  274.14  197.02
 2018  70 10.043   0.87  273.31    3.01  259.99  197.05
 2018  71 10.043   0.87  273.34    3.01  245.83  197.08
 2018  72 10.043   0.87  273.37    3.01  231.67  197.11
 2018  73 10.043   0.87  273.40    3.02  217.51  197.14
 2018  74 10.043   0.86  273.43    3.02  203.36  197.17
 2018  75 10.043   0.86  273.46    3.02  189.20  197.20
 2018  76 10.043   0.86  273.49    3.02  175.04  197.23
 2018  77 10.043   0.86  273.52    3.02  160.88  197.26
 2018  78 10.043   0.86  273.55    3.03  146.79  197.29
 2018  79 10.043   0.86  273.58    3.03  132.63  197.32
 2018  80 10.043   0.86  273.61    3.03  118.47  197.35
