 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2019   1  0.449   0.36  225.57   -3.31  334.07  149.70
 2019   2  0.452  -0.01  228.53   -3.34  322.87  152.69
 2019   3  0.455  -0.37  231.45   -3.37  311.63  155.63
 2019   4  0.457  -0.72  234.34   -3.38  300.36  158.55
 2019   5  0.459  -1.07  237.19   -3.39  289.05  161.43
 2019   6  0.461  -1.41  240.02   -3.39  277.71  164.27
 2019   7  0.463  -1.74  242.81   -3.38  266.34  167.09
 2019   8  0.464  -2.07  245.59   -3.36  254.95  169.89
 2019   9  0.465  -2.39  248.34   -3.34  243.54  172.67
 2019  10  0.466  -2.70  251.08   -3.31  232.11  175.43
 2019  11  0.466  -3.01  253.81   -3.27  220.67  178.17
 2019  12  0.467  -3.31  256.54   -3.22  209.23  180.91
 2019  13  0.467  -3.60  259.26   -3.16  197.78  183.65
 2019  14  0.466  -3.88  261.99   -3.10  186.33  186.39
 2019  15  0.466  -4.16  264.73   -3.03  174.96  189.15
 2019  16  0.465  -4.42  267.49   -2.96  163.53  191.91
 2019  17  0.464  -4.68  270.26   -2.87  152.13  194.69
 2019  18  0.462  -4.93  273.06   -2.78  140.74  197.49
 2019  19  0.461  -5.17  275.89   -2.68  129.38  200.32
 2019  20  0.459  -5.40  278.74   -2.57  118.05  203.17
 2019  21  0.456  -5.62  281.64   -2.46  106.75  206.06
 2019  22  0.454  -5.82  284.56   -2.34   95.48  208.98
 2019  23  0.451  -6.02  287.53   -2.21   84.25  211.94
 2019  24  0.448  -6.20  290.54   -2.07   73.06  214.94
 2019  25  0.444  -6.36  293.60   -1.92   61.91  217.98
 2019  26  0.441  -6.51  296.70   -1.77   50.81  221.06
 2019  27  0.437  -6.64  299.85   -1.61   39.75  224.19
 2019  28  0.433  -6.75  303.05   -1.44   28.74  227.36
 2019  29  0.429  -6.85  306.31   -1.27   17.78  230.60
 2019  30  0.424  -6.92  309.62   -1.08    6.89  233.89
 2019  31  0.420  -6.97  313.00   -0.89  356.05  237.24
 2019  32  0.415  -7.00  316.46   -0.70  345.29  240.66
 2019  33  0.410  -7.00  319.99   -0.49  334.60  244.16
 2019  34  0.405  -6.98  323.60   -0.28  323.99  247.74
 2019  35  0.399  -6.92  327.31   -0.06  313.54  251.41
 2019  36  0.394  -6.84  331.11    0.16  303.12  255.18
 2019  37  0.388  -6.72  335.03    0.39  292.82  259.07
 2019  38  0.383  -6.56  339.06    0.62  282.64  263.07
 2019  39  0.377  -6.37  343.22    0.86  272.58  267.21
 2019  40  0.371  -6.13  347.52    1.11  262.66  271.48
 2019  41  0.365  -5.85  351.96    1.35  252.90  275.90
 2019  42  0.359  -5.52  356.55    1.59  243.28  280.47
 2019  43  0.354  -5.15    1.29    1.83  233.82  285.20
 2019  44  0.348  -4.73    6.19    2.07  224.53  290.10
 2019  45  0.343  -4.25   11.24    2.30  215.41  295.16
 2019  46  0.337  -3.73   16.46    2.52  206.45  300.38
 2019  47  0.332  -3.15   21.83    2.72  197.65  305.78
 2019  48  0.328  -2.54   27.34    2.90  189.01  311.32
 2019  49  0.323  -1.88   33.00    3.06  180.52  317.02
 2019  50  0.320  -1.18   38.79    3.20  172.17  322.86
 2019  51  0.316  -0.46   44.70    3.30  163.95  328.82
 2019  52  0.313   0.28   50.72    3.36  155.83  334.90
 2019  53  0.311   1.02   56.83    3.39  147.81  341.06
 2019  54  0.309   1.77   63.02    3.38  139.86  347.30
 2019  55  0.308   2.50   69.26    3.33  132.02  353.59
 2019  56  0.308   3.20   75.53    3.24  124.15  359.90
 2019  57  0.308   3.86   81.82    3.11  116.29    6.22
 2019  58  0.308   4.48   88.11    2.94  108.40   12.53
 2019  59  0.310   5.04   94.36    2.73  100.48   18.79
 2019  60  0.312   5.54  100.57    2.50   92.49   24.99
 2019  61  0.314   5.96  106.70    2.24   84.42   31.11
 2019  62  0.317   6.32  112.75    1.96   76.25   37.13
 2019  63  0.321   6.59  118.68    1.67   67.97   43.03
 2019  64  0.325   6.80  124.49    1.36   59.55   48.80
 2019  65  0.330   6.93  130.17    1.05   50.99   54.42
 2019  66  0.334   7.00  135.69    0.74   42.27   59.90
 2019  67  0.340   7.00  141.05    0.43   33.40   65.21
 2019  68  0.345   6.94  146.25    0.13   24.36   70.36
 2019  69  0.350   6.83  151.28   -0.17   15.16   75.35
 2019  70  0.356   6.68  156.14   -0.45    5.80   80.17
 2019  71  0.362   6.48  160.84   -0.73  356.27   84.83
 2019  72  0.368   6.25  165.37   -0.98  346.59   89.34
 2019  73  0.373   5.99  169.75   -1.23  336.76   93.70
 2019  74  0.379   5.71  173.99   -1.46  326.79   97.91
 2019  75  0.385   5.41  178.08   -1.67  316.74  101.99
 2019  76  0.391   5.09  182.04   -1.87  306.51  105.95
 2019  77  0.396   4.75  185.89   -2.06  296.17  109.79
 2019  78  0.401   4.41  189.62   -2.23  285.72  113.53
 2019  79  0.407   4.05  193.25   -2.39  275.17  117.17
 2019  80  0.412   3.69  196.79   -2.53  264.53  120.72
 2019  81  0.417   3.33  200.25   -2.66  253.82  124.19
 2019  82  0.422   2.96  203.63   -2.78  243.03  127.59
 2019  83  0.426   2.58  206.95   -2.89  232.17  130.92
 2019  84  0.431   2.21  210.20   -2.99  221.26  134.20
 2019  85  0.435   1.83  213.39   -3.07  210.29  137.41
 2019  86  0.439   1.46  216.53   -3.15  199.26  140.58
 2019  87  0.442   1.08  219.62   -3.21  188.19  143.69
 2019  88  0.446   0.71  222.66   -3.27  177.07  146.76
 2019  89  0.449   0.35  225.66   -3.31  165.91  149.79
 2019  90  0.452  -0.02  228.62   -3.34  154.71  152.78
 2019  91  0.455  -0.38  231.54   -3.37  143.47  155.72
 2019  92  0.457  -0.73  234.43   -3.38  132.20  158.64
 2019  93  0.459  -1.08  237.28   -3.39  120.89  161.51
 2019  94  0.461  -1.42  240.11   -3.39  109.55  164.36
 2019  95  0.463  -1.75  242.90   -3.38   98.24  167.18
 2019  96  0.464  -2.08  245.67   -3.36   86.85  169.98
 2019  97  0.465  -2.40  248.43   -3.34   75.44  172.75
 2019  98  0.466  -2.71  251.17   -3.31   64.01  175.51
 2019  99  0.466  -3.02  253.90   -3.26   52.57  178.26
 2019 100  0.467  -3.32  256.62   -3.22   41.12  181.00
 2019 101  0.467  -3.61  259.35   -3.16   29.67  183.74
 2019 102  0.466  -3.89  262.08   -3.10   18.23  186.48
 2019 103  0.466  -4.16  264.82   -3.03    6.79  189.23
 2019 104  0.465  -4.43  267.57   -2.95  355.37  191.99
 2019 105  0.464  -4.69  270.35   -2.87  343.96  194.77
 2019 106  0.462  -4.94  273.15   -2.78  332.58  197.58
 2019 107  0.460  -5.18  275.98   -2.68  321.22  200.40
 2019 108  0.458  -5.40  278.83   -2.57  309.89  203.26
 2019 109  0.456  -5.62  281.73   -2.46  298.59  206.15
 2019 110  0.454  -5.83  284.66   -2.33  287.32  209.07
 2019 111  0.451  -6.02  287.63   -2.20  276.09  212.03
 2019 112  0.448  -6.20  290.64   -2.06  264.90  215.03
 2019 113  0.444  -6.37  293.69   -1.92  253.76  218.07
 2019 114  0.441  -6.51  296.80   -1.77  242.65  221.15
 2019 115  0.437  -6.64  299.95   -1.60  231.60  224.28
 2019 116  0.433  -6.76  303.15   -1.44  220.65  227.46
