 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2019   1  0.983   0.00  100.24   -2.96  208.41   24.03
 2019   2  0.983   0.00  101.26   -3.08  195.23   25.05
 2019   3  0.983   0.00  102.28   -3.19  182.06   26.06
 2019   4  0.983   0.00  103.30   -3.31  168.89   27.07
 2019   5  0.983   0.00  104.31   -3.42  155.71   28.09
 2019   6  0.983   0.00  105.33   -3.54  142.54   29.10
 2019   7  0.983   0.00  106.35   -3.65  129.37   30.12
 2019   8  0.983   0.00  107.37   -3.76  116.20   31.13
 2019   9  0.983   0.00  108.39   -3.87  103.02   32.15
 2019  10  0.983   0.00  109.41   -3.97   89.85   33.16
 2019  11  0.983   0.00  110.43   -4.08   76.68   34.18
 2019  12  0.983   0.00  111.45   -4.19   63.51   35.20
 2019  13  0.984   0.00  112.47   -4.29   50.34   36.21
 2019  14  0.984   0.00  113.49   -4.39   37.17   37.23
 2019  15  0.984   0.00  114.50   -4.50   24.06   38.25
 2019  16  0.984   0.00  115.52   -4.60   10.89   39.26
 2019  17  0.984   0.00  116.54   -4.69  357.72   40.28
 2019  18  0.984   0.00  117.56   -4.79  344.55   41.30
 2019  19  0.984   0.00  118.58   -4.89  331.38   42.31
 2019  20  0.984   0.00  119.60   -4.98  318.21   43.33
 2019  21  0.984   0.00  120.61   -5.07  305.04   44.35
 2019  22  0.984   0.00  121.63   -5.16  291.87   45.37
 2019  23  0.984   0.00  122.65   -5.25  278.70   46.38
 2019  24  0.984   0.00  123.67   -5.34  265.53   47.40
 2019  25  0.984   0.00  124.68   -5.43  252.36   48.42
 2019  26  0.985   0.00  125.70   -5.51  239.19   49.44
 2019  27  0.985   0.00  126.72   -5.59  226.02   50.46
 2019  28  0.985   0.00  127.73   -5.67  212.85   51.47
 2019  29  0.985   0.00  128.75   -5.75  199.68   52.49
 2019  30  0.985   0.00  129.77   -5.83  186.51   53.51
 2019  31  0.985   0.00  130.78   -5.91  173.34   54.53
 2019  32  0.985   0.00  131.80   -5.98  160.17   55.55
 2019  33  0.985   0.00  132.81   -6.05  147.00   56.56
 2019  34  0.986   0.00  133.83   -6.12  133.83   57.58
 2019  35  0.986   0.00  134.84   -6.19  120.73   58.60
 2019  36  0.986   0.00  135.85   -6.25  107.56   59.62
 2019  37  0.986   0.00  136.87   -6.32   94.39   60.64
 2019  38  0.986   0.00  137.88   -6.38   81.22   61.65
 2019  39  0.986   0.00  138.90   -6.44   68.05   62.67
 2019  40  0.987   0.00  139.91   -6.50   54.88   63.69
 2019  41  0.987   0.00  140.92   -6.55   41.71   64.71
 2019  42  0.987   0.00  141.93   -6.60   28.54   65.73
 2019  43  0.987   0.00  142.94   -6.66   15.37   66.74
 2019  44  0.987   0.00  143.96   -6.71    2.20   67.76
 2019  45  0.987   0.00  144.97   -6.75  349.03   68.78
 2019  46  0.988   0.00  145.98   -6.80  335.86   69.79
 2019  47  0.988   0.00  146.99   -6.84  322.68   70.81
 2019  48  0.988   0.00  148.00   -6.88  309.51   71.83
 2019  49  0.988   0.00  149.01   -6.92  296.34   72.84
 2019  50  0.988   0.00  150.02   -6.96  283.17   73.86
 2019  51  0.989   0.00  151.02   -6.99  270.00   74.87
 2019  52  0.989   0.00  152.03   -7.02  256.83   75.89
 2019  53  0.989   0.00  153.04   -7.05  243.65   76.90
 2019  54  0.989   0.00  154.05   -7.08  230.48   77.92
 2019  55  0.990   0.00  155.05   -7.11  217.37   78.93
 2019  56  0.990   0.00  156.06   -7.13  204.20   79.95
 2019  57  0.990   0.00  157.07   -7.15  191.02   80.96
 2019  58  0.990   0.00  158.07   -7.17  177.85   81.97
 2019  59  0.990   0.00  159.08   -7.18  164.67   82.98
 2019  60  0.991   0.00  160.08   -7.20  151.50   84.00
 2019  61  0.991   0.00  161.08   -7.21  138.32   85.01
 2019  62  0.991   0.00  162.09   -7.22  125.14   86.02
