 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2019   1  5.354   0.73  246.81   -0.43  355.13  170.75
 2019   2  5.354   0.73  246.89   -0.42  341.02  170.83
 2019   3  5.354   0.73  246.96   -0.42  326.91  170.91
 2019   4  5.353   0.73  247.04   -0.41  312.80  170.99
 2019   5  5.353   0.72  247.12   -0.40  298.69  171.07
 2019   6  5.353   0.72  247.20   -0.39  284.58  171.14
 2019   7  5.352   0.72  247.28   -0.38  270.47  171.22
 2019   8  5.352   0.72  247.36   -0.38  256.36  171.30
 2019   9  5.352   0.72  247.43   -0.37  242.25  171.38
 2019  10  5.352   0.72  247.51   -0.36  228.14  171.46
 2019  11  5.351   0.72  247.59   -0.35  214.03  171.53
 2019  12  5.351   0.71  247.67   -0.34  199.93  171.61
 2019  13  5.351   0.71  247.75   -0.33  185.82  171.69
 2019  14  5.350   0.71  247.83   -0.33  171.71  171.77
 2019  15  5.350   0.71  247.91   -0.32  157.66  171.85
 2019  16  5.350   0.71  247.98   -0.31  143.55  171.92
 2019  17  5.350   0.71  248.06   -0.30  129.44  172.00
 2019  18  5.349   0.70  248.14   -0.29  115.33  172.08
 2019  19  5.349   0.70  248.22   -0.28  101.22  172.16
 2019  20  5.349   0.70  248.30   -0.28   87.11  172.24
 2019  21  5.348   0.70  248.38   -0.27   73.00  172.32
 2019  22  5.348   0.70  248.46   -0.26   58.89  172.39
 2019  23  5.348   0.70  248.53   -0.25   44.78  172.47
 2019  24  5.348   0.70  248.61   -0.24   30.67  172.55
 2019  25  5.347   0.69  248.69   -0.23   16.57  172.63
 2019  26  5.347   0.69  248.77   -0.23    2.46  172.71
 2019  27  5.347   0.69  248.85   -0.22  348.35  172.78
 2019  28  5.346   0.69  248.93   -0.21  334.24  172.86
 2019  29  5.346   0.69  249.01   -0.20  320.13  172.94
 2019  30  5.346   0.69  249.08   -0.19  306.02  173.02
 2019  31  5.345   0.69  249.16   -0.18  291.91  173.10
 2019  32  5.345   0.68  249.24   -0.18  277.80  173.17
 2019  33  5.345   0.68  249.32   -0.17  263.69  173.25
 2019  34  5.345   0.68  249.40   -0.16  249.58  173.33
 2019  35  5.344   0.68  249.48   -0.15  235.53  173.41
 2019  36  5.344   0.68  249.56   -0.14  221.43  173.49
 2019  37  5.344   0.68  249.64   -0.13  207.32  173.57
 2019  38  5.343   0.67  249.71   -0.13  193.21  173.64
 2019  39  5.343   0.67  249.79   -0.12  179.10  173.72
 2019  40  5.343   0.67  249.87   -0.11  164.99  173.80
 2019  41  5.343   0.67  249.95   -0.10  150.88  173.88
 2019  42  5.342   0.67  250.03   -0.09  136.77  173.96
 2019  43  5.342   0.67  250.11   -0.08  122.66  174.04
 2019  44  5.342   0.67  250.19   -0.08  108.55  174.11
 2019  45  5.341   0.66  250.27   -0.07   94.44  174.19
 2019  46  5.341   0.66  250.34   -0.06   80.33  174.27
 2019  47  5.341   0.66  250.42   -0.05   66.22  174.35
 2019  48  5.340   0.66  250.50   -0.04   52.11  174.43
 2019  49  5.340   0.66  250.58   -0.03   38.01  174.51
 2019  50  5.340   0.66  250.66   -0.03   23.90  174.58
 2019  51  5.340   0.65  250.74   -0.02    9.79  174.66
 2019  52  5.339   0.65  250.82   -0.01  355.68  174.74
 2019  53  5.339   0.65  250.90   -0.00  341.57  174.82
 2019  54  5.339   0.65  250.97    0.01  327.46  174.90
 2019  55  5.338   0.65  251.05    0.02  313.41  174.98
 2019  56  5.338   0.65  251.13    0.02  299.30  175.05
 2019  57  5.338   0.64  251.21    0.03  285.19  175.13
 2019  58  5.337   0.64  251.29    0.04  271.09  175.21
 2019  59  5.337   0.64  251.37    0.05  256.98  175.29
 2019  60  5.337   0.64  251.45    0.06  242.87  175.37
 2019  61  5.337   0.64  251.53    0.07  228.76  175.45
 2019  62  5.336   0.64  251.61    0.07  214.65  175.52
 2019  63  5.336   0.64  251.68    0.08  200.54  175.60
 2019  64  5.336   0.63  251.76    0.09  186.43  175.68
 2019  65  5.335   0.63  251.84    0.10  172.32  175.76
 2019  66  5.335   0.63  251.92    0.11  158.21  175.84
 2019  67  5.335   0.63  252.00    0.12  144.10  175.92
 2019  68  5.334   0.63  252.08    0.12  130.00  176.00
 2019  69  5.334   0.63  252.16    0.13  115.89  176.07
 2019  70  5.334   0.62  252.24    0.14  101.78  176.15
 2019  71  5.334   0.62  252.32    0.15   87.67  176.23
 2019  72  5.333   0.62  252.40    0.16   73.56  176.31
 2019  73  5.333   0.62  252.47    0.17   59.45  176.39
 2019  74  5.333   0.62  252.55    0.17   45.34  176.47
 2019  75  5.332   0.62  252.63    0.18   31.30  176.55
 2019  76  5.332   0.62  252.71    0.19   17.19  176.62
 2019  77  5.332   0.61  252.79    0.20    3.08  176.70
 2019  78  5.331   0.61  252.87    0.21  348.97  176.78
 2019  79  5.331   0.61  252.95    0.22  334.86  176.86
 2019  80  5.331   0.61  253.03    0.22  320.75  176.94
 2019  81  5.331   0.61  253.11    0.23  306.64  177.02
 2019  82  5.330   0.61  253.19    0.24  292.53  177.10
 2019  83  5.330   0.60  253.27    0.25  278.42  177.17
 2019  84  5.330   0.60  253.34    0.26  264.32  177.25
 2019  85  5.329   0.60  253.42    0.27  250.21  177.33
 2019  86  5.329   0.60  253.50    0.28  236.10  177.41
 2019  87  5.329   0.60  253.58    0.28  221.99  177.49
 2019  88  5.328   0.60  253.66    0.29  207.88  177.57
 2019  89  5.328   0.59  253.74    0.30  193.77  177.65
 2019  90  5.328   0.59  253.82    0.31  179.66  177.72
 2019  91  5.327   0.59  253.90    0.32  165.55  177.80
 2019  92  5.327   0.59  253.98    0.33  151.44  177.88
 2019  93  5.327   0.59  254.06    0.33  137.34  177.96
 2019  94  5.327   0.59  254.14    0.34  123.23  178.04
 2019  95  5.326   0.58  254.22    0.35  109.18  178.12
 2019  96  5.326   0.58  254.29    0.36   95.07  178.20
 2019  97  5.326   0.58  254.37    0.37   80.96  178.28
 2019  98  5.325   0.58  254.45    0.38   66.85  178.35
 2019  99  5.325   0.58  254.53    0.38   52.75  178.43
 2019 100  5.325   0.58  254.61    0.39   38.64  178.51
 2019 101  5.324   0.57  254.69    0.40   24.53  178.59
 2019 102  5.324   0.57  254.77    0.41   10.42  178.67
 2019 103  5.324   0.57  254.85    0.42  356.31  178.75
 2019 104  5.323   0.57  254.93    0.43  342.20  178.83
 2019 105  5.323   0.57  255.01    0.43  328.09  178.91
 2019 106  5.323   0.57  255.09    0.44  313.99  178.99
 2019 107  5.323   0.57  255.17    0.45  299.88  179.06
 2019 108  5.322   0.56  255.25    0.46  285.77  179.14
 2019 109  5.322   0.56  255.33    0.47  271.66  179.22
 2019 110  5.322   0.56  255.40    0.48  257.55  179.30
 2019 111  5.321   0.56  255.48    0.48  243.44  179.38
 2019 112  5.321   0.56  255.56    0.49  229.33  179.46
 2019 113  5.321   0.56  255.64    0.50  215.22  179.54
 2019 114  5.320   0.55  255.72    0.51  201.12  179.62
 2019 115  5.320   0.55  255.80    0.52  187.01  179.70
 2019 116  5.320   0.55  255.88    0.53  172.96  179.77
 2019 117  5.319   0.55  255.96    0.53  158.85  179.85
 2019 118  5.319   0.55  256.04    0.54  144.74  179.93
 2019 119  5.319   0.55  256.12    0.55  130.64  180.01
 2019 120  5.318   0.54  256.20    0.56  116.53  180.09
 2019 121  5.318   0.54  256.28    0.57  102.42  180.17
 2019 122  5.318   0.54  256.36    0.58   88.31  180.25
 2019 123  5.317   0.54  256.44    0.58   74.20  180.33
 2019 124  5.317   0.54  256.52    0.59   60.09  180.41
 2019 125  5.317   0.54  256.60    0.60   45.99  180.49
 2019 126  5.317   0.53  256.68    0.61   31.88  180.56
 2019 127  5.316   0.53  256.76    0.62   17.77  180.64
 2019 128  5.316   0.53  256.83    0.63    3.66  180.72
 2019 129  5.316   0.53  256.91    0.64  349.55  180.80
 2019 130  5.315   0.53  256.99    0.64  335.44  180.88
 2019 131  5.315   0.53  257.07    0.65  321.33  180.96
 2019 132  5.315   0.52  257.15    0.66  307.23  181.04
 2019 133  5.314   0.52  257.23    0.67  293.12  181.12
 2019 134  5.314   0.52  257.31    0.68  279.01  181.20
 2019 135  5.314   0.52  257.39    0.69  264.90  181.28
