 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2017   1 29.888  -0.87  341.57    6.35    4.54  265.54
 2017   2 29.888  -0.87  341.58    6.35  350.36  265.55
 2017   3 29.888  -0.87  341.59    6.35  336.18  265.55
 2017   4 29.888  -0.87  341.59    6.35  322.00  265.56
 2017   5 29.888  -0.87  341.60    6.35  307.81  265.56
 2017   6 29.888  -0.87  341.60    6.35  293.63  265.57
 2017   7 29.888  -0.87  341.61    6.35  279.45  265.58
 2017   8 29.888  -0.87  341.62    6.35  265.27  265.58
 2017   9 29.888  -0.87  341.62    6.35  251.09  265.59
 2017  10 29.888  -0.87  341.63    6.35  236.91  265.60
 2017  11 29.888  -0.87  341.63    6.35  222.73  265.60
 2017  12 29.888  -0.87  341.64    6.35  208.54  265.61
 2017  13 29.888  -0.87  341.65    6.35  194.36  265.61
 2017  14 29.888  -0.87  341.65    6.35  180.18  265.62
 2017  15 29.888  -0.87  341.66    6.35  166.00  265.63
 2017  16 29.888  -0.87  341.67    6.35  151.82  265.63
 2017  17 29.888  -0.87  341.67    6.35  137.64  265.64
 2017  18 29.888  -0.87  341.68    6.35  123.46  265.64
 2017  19 29.888  -0.87  341.68    6.35  109.28  265.65
 2017  20 29.888  -0.87  341.69    6.35   95.16  265.66
 2017  21 29.888  -0.87  341.70    6.35   80.97  265.66
 2017  22 29.888  -0.87  341.70    6.35   66.79  265.67
 2017  23 29.888  -0.87  341.71    6.35   52.61  265.67
 2017  24 29.888  -0.87  341.71    6.35   38.43  265.68
 2017  25 29.888  -0.87  341.72    6.35   24.25  265.69
 2017  26 29.888  -0.87  341.73    6.35   10.07  265.69
 2017  27 29.888  -0.87  341.73    6.35  355.89  265.70
 2017  28 29.888  -0.87  341.74    6.35  341.70  265.70
 2017  29 29.888  -0.87  341.74    6.35  327.52  265.71
 2017  30 29.888  -0.87  341.75    6.35  313.34  265.72
 2017  31 29.888  -0.87  341.76    6.35  299.16  265.72
 2017  32 29.888  -0.87  341.76    6.35  284.98  265.73
 2017  33 29.887  -0.87  341.77    6.35  270.80  265.74
 2017  34 29.887  -0.87  341.77    6.35  256.62  265.74
 2017  35 29.887  -0.87  341.78    6.35  242.44  265.75
