 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2017   1  1.409  -1.02   16.36    5.22   39.49  300.49
 2017   2  1.410  -1.01   16.97    5.20   25.92  301.11
 2017   3  1.411  -0.99   17.58    5.17   12.34  301.72
 2017   4  1.412  -0.97   18.19    5.15  358.76  302.33
 2017   5  1.413  -0.96   18.80    5.13  345.19  302.94
 2017   6  1.414  -0.94   19.40    5.10  331.61  303.54
 2017   7  1.415  -0.92   20.01    5.07  318.03  304.15
 2017   8  1.416  -0.91   20.62    5.05  304.45  304.76
 2017   9  1.416  -0.89   21.22    5.02  290.86  305.36
 2017  10  1.417  -0.87   21.82    4.99  277.28  305.97
 2017  11  1.418  -0.86   22.43    4.97  263.70  306.57
 2017  12  1.419  -0.84   23.03    4.94  250.12  307.18
 2017  13  1.420  -0.82   23.63    4.91  236.53  307.78
 2017  14  1.421  -0.80   24.23    4.88  222.94  308.38
 2017  15  1.422  -0.79   24.83    4.85  209.36  308.98
 2017  16  1.423  -0.77   25.43    4.82  195.77  309.58
 2017  17  1.424  -0.75   26.02    4.79  182.18  310.18
 2017  18  1.425  -0.73   26.62    4.76  168.59  310.78
 2017  19  1.426  -0.72   27.22    4.73  155.00  311.38
 2017  20  1.427  -0.70   27.81    4.69  141.47  311.97
 2017  21  1.428  -0.68   28.41    4.66  127.88  312.57
 2017  22  1.429  -0.66   29.00    4.63  114.29  313.16
 2017  23  1.430  -0.64   29.59    4.59  100.70  313.76
 2017  24  1.431  -0.63   30.18    4.56   87.10  314.35
 2017  25  1.432  -0.61   30.77    4.53   73.51  314.94
 2017  26  1.433  -0.59   31.36    4.49   59.91  315.53
 2017  27  1.435  -0.57   31.95    4.46   46.31  316.12
 2017  28  1.436  -0.55   32.54    4.42   32.71  316.71
 2017  29  1.437  -0.54   33.13    4.38   19.11  317.30
 2017  30  1.438  -0.52   33.71    4.35    5.51  317.89
 2017  31  1.439  -0.50   34.30    4.31  351.91  318.47
 2017  32  1.440  -0.48   34.88    4.27  338.31  319.06
 2017  33  1.441  -0.46   35.47    4.24  324.71  319.64
 2017  34  1.442  -0.44   36.05    4.20  311.10  320.23
 2017  35  1.443  -0.43   36.63    4.16  297.50  320.81
 2017  36  1.445  -0.41   37.21    4.12  283.89  321.39
 2017  37  1.446  -0.39   37.79    4.08  270.28  321.97
 2017  38  1.447  -0.37   38.37    4.04  256.67  322.55
 2017  39  1.448  -0.35   38.95    4.00  243.07  323.13
 2017  40  1.449  -0.34   39.53    3.96  229.52  323.71
 2017  41  1.450  -0.32   40.10    3.92  215.91  324.28
 2017  42  1.452  -0.30   40.68    3.88  202.29  324.86
 2017  43  1.453  -0.28   41.25    3.84  188.68  325.43
 2017  44  1.454  -0.26   41.83    3.80  175.07  326.01
 2017  45  1.455  -0.24   42.40    3.76  161.45  326.58
 2017  46  1.456  -0.23   42.97    3.71  147.84  327.15
 2017  47  1.457  -0.21   43.54    3.67  134.22  327.72
 2017  48  1.459  -0.19   44.11    3.63  120.60  328.29
 2017  49  1.460  -0.17   44.68    3.59  106.98  328.86
 2017  50  1.461  -0.15   45.25    3.54   93.36  329.42
 2017  51  1.462  -0.13   45.81    3.50   79.74  329.99
 2017  52  1.464  -0.12   46.38    3.46   66.12  330.56
 2017  53  1.465  -0.10   46.94    3.41   52.50  331.12
 2017  54  1.466  -0.08   47.51    3.37   38.87  331.68
 2017  55  1.467  -0.06   48.07    3.32   25.25  332.25
 2017  56  1.469  -0.04   48.63    3.28   11.62  332.81
 2017  57  1.470  -0.02   49.19    3.23  357.99  333.37
 2017  58  1.471  -0.01   49.75    3.19  344.36  333.93
 2017  59  1.472   0.01   50.31    3.14  330.74  334.49
 2017  60  1.474   0.03   50.87    3.10  317.17  335.04
 2017  61  1.475   0.05   51.43    3.05  303.54  335.60
 2017  62  1.476   0.07   51.98    3.01  289.90  336.15
 2017  63  1.477   0.08   52.54    2.96  276.27  336.71
 2017  64  1.479   0.10   53.09    2.91  262.64  337.26
 2017  65  1.480   0.12   53.65    2.87  249.00  337.81
 2017  66  1.481   0.14   54.20    2.82  235.37  338.37
 2017  67  1.482   0.15   54.75    2.77  221.73  338.92
 2017  68  1.484   0.17   55.30    2.72  208.09  339.47
 2017  69  1.485   0.19   55.85    2.68  194.45  340.01
 2017  70  1.486   0.21   56.40    2.63  180.81  340.56
 2017  71  1.488   0.22   56.95    2.58  167.17  341.11
 2017  72  1.489   0.24   57.49    2.53  153.53  341.65
 2017  73  1.490   0.26   58.04    2.49  139.88  342.20
 2017  74  1.491   0.28   58.58    2.44  126.24  342.74
 2017  75  1.493   0.29   59.13    2.39  112.59  343.28
 2017  76  1.494   0.31   59.67    2.34   98.95  343.82
 2017  77  1.495   0.33   60.21    2.29   85.30  344.36
 2017  78  1.497   0.35   60.75    2.24   71.65  344.90
 2017  79  1.498   0.36   61.29    2.19   58.00  345.44
 2017  80  1.499   0.38   61.83    2.15   44.42  345.98
 2017  81  1.501   0.40   62.37    2.10   30.77  346.52
 2017  82  1.502   0.41   62.91    2.05   17.11  347.05
 2017  83  1.503   0.43   63.44    2.00    3.46  347.59
 2017  84  1.504   0.45   63.98    1.95  349.81  348.12
 2017  85  1.506   0.46   64.51    1.90  336.15  348.65
 2017  86  1.507   0.48   65.05    1.85  322.50  349.18
 2017  87  1.508   0.50   65.58    1.80  308.84  349.71
 2017  88  1.510   0.51   66.11    1.75  295.18  350.24
 2017  89  1.511   0.53   66.64    1.70  281.52  350.77
 2017  90  1.512   0.55   67.17    1.65  267.86  351.30
 2017  91  1.514   0.56   67.70    1.60  254.20  351.83
 2017  92  1.515   0.58   68.23    1.55  240.54  352.35
 2017  93  1.516   0.60   68.76    1.50  226.88  352.88
 2017  94  1.518   0.61   69.28    1.45  213.21  353.40
 2017  95  1.519   0.63   69.81    1.40  199.55  353.93
 2017  96  1.520   0.64   70.33    1.35  185.88  354.45
 2017  97  1.521   0.66   70.85    1.30  172.22  354.97
 2017  98  1.523   0.68   71.38    1.25  158.55  355.49
 2017  99  1.524   0.69   71.90    1.20  144.88  356.01
 2017 100  1.525   0.71   72.42    1.15  131.28  356.53
 2017 101  1.527   0.72   72.94    1.10  117.61  357.04
 2017 102  1.528   0.74   73.46    1.05  103.94  357.56
 2017 103  1.529   0.75   73.98    1.00   90.26  358.08
 2017 104  1.531   0.77   74.49    0.95   76.59  358.59
 2017 105  1.532   0.78   75.01    0.90   62.92  359.11
 2017 106  1.533   0.80   75.53    0.85   49.24  359.62
 2017 107  1.534   0.81   76.04    0.80   35.57    0.13
 2017 108  1.536   0.83   76.55    0.75   21.89    0.64
 2017 109  1.537   0.84   77.07    0.70    8.22    1.15
 2017 110  1.538   0.86   77.58    0.65  354.54    1.66
 2017 111  1.540   0.87   78.09    0.60  340.86    2.17
 2017 112  1.541   0.89   78.60    0.55  327.18    2.68
 2017 113  1.542   0.90   79.11    0.50  313.50    3.19
 2017 114  1.543   0.92   79.62    0.45  299.82    3.69
 2017 115  1.545   0.93   80.13    0.40  286.14    4.20
 2017 116  1.546   0.94   80.63    0.35  272.45    4.70
 2017 117  1.547   0.96   81.14    0.30  258.77    5.21
 2017 118  1.548   0.97   81.64    0.26  245.09    5.71
 2017 119  1.550   0.99   82.15    0.21  231.40    6.21
 2017 120  1.551   1.00   82.65    0.16  217.78    6.71
 2017 121  1.552   1.01   83.16    0.11  204.09    7.21
 2017 122  1.553   1.03   83.66    0.06  190.40    7.71
 2017 123  1.555   1.04   84.16    0.01  176.71    8.21
 2017 124  1.556   1.05   84.66   -0.04  163.02    8.71
 2017 125  1.557   1.07   85.16   -0.09  149.33    9.21
 2017 126  1.558   1.08   85.66   -0.14  135.64    9.71
 2017 127  1.560   1.09   86.16   -0.19  121.95   10.20
 2017 128  1.561   1.11   86.65   -0.24  108.26   10.70
 2017 129  1.562   1.12   87.15   -0.29   94.57   11.19
 2017 130  1.563   1.13   87.65   -0.33   80.87   11.68
 2017 131  1.565   1.14   88.14   -0.38   67.18   12.18
 2017 132  1.566   1.16   88.64   -0.43   53.48   12.67
 2017 133  1.567   1.17   89.13   -0.48   39.79   13.16
 2017 134  1.568   1.18   89.62   -0.53   26.09   13.65
 2017 135  1.569   1.19   90.11   -0.58   12.39   14.14
 2017 136  1.571   1.20   90.61   -0.62  358.69   14.63
 2017 137  1.572   1.22   91.10   -0.67  344.99   15.12
 2017 138  1.573   1.23   91.59   -0.72  331.29   15.61
 2017 139  1.574   1.24   92.08   -0.77  317.59   16.09
 2017 140  1.575   1.25   92.56   -0.81  303.95   16.58
 2017 141  1.576   1.26   93.05   -0.86  290.25   17.06
 2017 142  1.578   1.28   93.54   -0.91  276.55   17.55
 2017 143  1.579   1.29   94.02   -0.96  262.84   18.03
 2017 144  1.580   1.30   94.51   -1.00  249.14   18.52
 2017 145  1.581   1.31   95.00   -1.05  235.44   19.00
 2017 146  1.582   1.32   95.48   -1.10  221.73   19.48
 2017 147  1.583   1.33   95.96   -1.14  208.02   19.96
 2017 148  1.585   1.34   96.45   -1.19  194.32   20.44
 2017 149  1.586   1.35   96.93   -1.24  180.61   20.92
 2017 150  1.587   1.36   97.41   -1.28  166.90   21.40
 2017 151  1.588   1.37   97.89   -1.33  153.19   21.88
 2017 152  1.589   1.38   98.37   -1.37  139.48   22.36
 2017 153  1.590   1.39   98.85   -1.42  125.77   22.84
 2017 154  1.591   1.40   99.33   -1.46  112.06   23.31
 2017 155  1.592   1.41   99.81   -1.51   98.35   23.79
 2017 156  1.593   1.42  100.28   -1.55   84.64   24.26
 2017 157  1.594   1.43  100.76   -1.60   70.93   24.74
 2017 158  1.596   1.44  101.24   -1.64   57.21   25.21
 2017 159  1.597   1.45  101.71   -1.69   43.50   25.69
 2017 160  1.598   1.46  102.19   -1.73   29.78   26.16
 2017 161  1.599   1.47  102.66   -1.78   16.13   26.63
 2017 162  1.600   1.48  103.14   -1.82    2.42   27.10
 2017 163  1.601   1.49  103.61   -1.87  348.70   27.58
 2017 164  1.602   1.50  104.08   -1.91  334.98   28.05
 2017 165  1.603   1.51  104.55   -1.95  321.27   28.52
 2017 166  1.604   1.52  105.03   -2.00  307.55   28.99
 2017 167  1.605   1.52  105.50   -2.04  293.83   29.45
 2017 168  1.606   1.53  105.97   -2.08  280.11   29.92
 2017 169  1.607   1.54  106.44   -2.13  266.39   30.39
 2017 170  1.608   1.55  106.90   -2.17  252.67   30.86
 2017 171  1.609   1.56  107.37   -2.21  238.95   31.32
 2017 172  1.610   1.57  107.84   -2.25  225.23   31.79
 2017 173  1.611   1.57  108.31   -2.29  211.51   32.26
 2017 174  1.612   1.58  108.78   -2.34  197.78   32.72
 2017 175  1.613   1.59  109.24   -2.38  184.06   33.19
 2017 176  1.614   1.60  109.71   -2.42  170.34   33.65
 2017 177  1.615   1.61  110.17   -2.46  156.61   34.11
 2017 178  1.616   1.61  110.64   -2.50  142.89   34.58
 2017 179  1.617   1.62  111.10   -2.54  129.16   35.04
 2017 180  1.618   1.63  111.56   -2.58  115.44   35.50
 2017 181  1.618   1.63  112.03   -2.62  101.78   35.96
 2017 182  1.619   1.64  112.49   -2.66   88.05   36.42
 2017 183  1.620   1.65  112.95   -2.70   74.32   36.88
 2017 184  1.621   1.65  113.41   -2.74   60.59   37.34
 2017 185  1.622   1.66  113.87   -2.78   46.87   37.80
 2017 186  1.623   1.67  114.33   -2.82   33.14   38.26
 2017 187  1.624   1.67  114.79   -2.86   19.41   38.72
 2017 188  1.625   1.68  115.25   -2.90    5.68   39.18
 2017 189  1.626   1.69  115.71   -2.94  351.95   39.64
 2017 190  1.626   1.69  116.17   -2.98  338.22   40.10
 2017 191  1.627   1.70  116.63   -3.01  324.49   40.55
 2017 192  1.628   1.70  117.09   -3.05  310.76   41.01
 2017 193  1.629   1.71  117.54   -3.09  297.03   41.46
 2017 194  1.630   1.72  118.00   -3.13  283.30   41.92
 2017 195  1.631   1.72  118.46   -3.16  269.56   42.38
 2017 196  1.631   1.73  118.91   -3.20  255.83   42.83
 2017 197  1.632   1.73  119.37   -3.24  242.10   43.28
 2017 198  1.633   1.74  119.82   -3.27  228.36   43.74
 2017 199  1.634   1.74  120.28   -3.31  214.63   44.19
 2017 200  1.634   1.75  120.73   -3.35  200.90   44.65
 2017 201  1.635   1.75  121.19   -3.38  187.22   45.10
 2017 202  1.636   1.76  121.64   -3.42  173.49   45.55
 2017 203  1.637   1.76  122.09   -3.45  159.75   46.00
 2017 204  1.637   1.76  122.54   -3.49  146.02   46.45
 2017 205  1.638   1.77  123.00   -3.52  132.28   46.91
 2017 206  1.639   1.77  123.45   -3.56  118.54   47.36
 2017 207  1.640   1.78  123.90   -3.59  104.81   47.81
 2017 208  1.640   1.78  124.35   -3.63   91.07   48.26
 2017 209  1.641   1.79  124.80   -3.66   77.33   48.71
 2017 210  1.642   1.79  125.25   -3.69   63.59   49.16
 2017 211  1.642   1.79  125.70   -3.73   49.86   49.61
 2017 212  1.643   1.80  126.15   -3.76   36.12   50.05
 2017 213  1.644   1.80  126.60   -3.79   22.38   50.50
 2017 214  1.644   1.80  127.05   -3.82    8.64   50.95
 2017 215  1.645   1.81  127.50   -3.86  354.90   51.40
 2017 216  1.646   1.81  127.94   -3.89  341.16   51.85
 2017 217  1.646   1.81  128.39   -3.92  327.42   52.29
 2017 218  1.647   1.81  128.84   -3.95  313.68   52.74
 2017 219  1.647   1.82  129.28   -3.98  299.94   53.19
 2017 220  1.648   1.82  129.73   -4.01  286.20   53.63
 2017 221  1.649   1.82  130.18   -4.05  272.52   54.08
 2017 222  1.649   1.83  130.62   -4.08  258.78   54.53
 2017 223  1.650   1.83  131.07   -4.11  245.03   54.97
 2017 224  1.650   1.83  131.51   -4.14  231.29   55.42
 2017 225  1.651   1.83  131.96   -4.17  217.55   55.86
 2017 226  1.651   1.83  132.40   -4.19  203.81   56.31
 2017 227  1.652   1.84  132.85   -4.22  190.06   56.75
 2017 228  1.652   1.84  133.29   -4.25  176.32   57.19
 2017 229  1.653   1.84  133.74   -4.28  162.58   57.64
 2017 230  1.653   1.84  134.18   -4.31  148.83   58.08
 2017 231  1.654   1.84  134.62   -4.34  135.09   58.53
 2017 232  1.654   1.84  135.07   -4.36  121.34   58.97
 2017 233  1.655   1.84  135.51   -4.39  107.60   59.41
 2017 234  1.655   1.85  135.95   -4.42   93.85   59.85
