 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2017   1 10.031   1.37  260.24    1.89  283.02  184.02
 2017   2 10.031   1.37  260.27    1.90  268.87  184.05
 2017   3 10.031   1.37  260.30    1.90  254.71  184.08
 2017   4 10.031   1.37  260.33    1.90  240.55  184.11
 2017   5 10.031   1.37  260.36    1.91  226.39  184.14
 2017   6 10.031   1.37  260.39    1.91  212.24  184.17
 2017   7 10.031   1.37  260.42    1.91  198.08  184.20
 2017   8 10.031   1.37  260.45    1.91  183.92  184.23
 2017   9 10.031   1.36  260.48    1.92  169.76  184.26
 2017  10 10.031   1.36  260.51    1.92  155.61  184.29
 2017  11 10.031   1.36  260.54    1.92  141.45  184.32
 2017  12 10.032   1.36  260.57    1.92  127.29  184.35
 2017  13 10.032   1.36  260.60    1.93  113.13  184.38
 2017  14 10.032   1.36  260.63    1.93   98.98  184.41
 2017  15 10.032   1.36  260.66    1.93   84.82  184.44
 2017  16 10.032   1.36  260.69    1.94   70.66  184.47
 2017  17 10.032   1.36  260.72    1.94   56.50  184.50
 2017  18 10.032   1.35  260.75    1.94   42.35  184.53
 2017  19 10.032   1.35  260.78    1.94   28.19  184.56
 2017  20 10.032   1.35  260.81    1.95   14.09  184.59
 2017  21 10.032   1.35  260.84    1.95  359.94  184.62
 2017  22 10.032   1.35  260.87    1.95  345.78  184.65
 2017  23 10.032   1.35  260.90    1.95  331.62  184.68
 2017  24 10.032   1.35  260.93    1.96  317.46  184.71
 2017  25 10.032   1.35  260.96    1.96  303.31  184.74
 2017  26 10.032   1.35  260.99    1.96  289.15  184.77
 2017  27 10.032   1.34  261.02    1.96  274.99  184.80
 2017  28 10.032   1.34  261.05    1.97  260.83  184.83
 2017  29 10.033   1.34  261.08    1.97  246.68  184.86
 2017  30 10.033   1.34  261.11    1.97  232.52  184.89
 2017  31 10.033   1.34  261.14    1.98  218.36  184.92
 2017  32 10.033   1.34  261.17    1.98  204.20  184.95
 2017  33 10.033   1.34  261.20    1.98  190.05  184.98
 2017  34 10.033   1.34  261.23    1.98  175.89  185.01
 2017  35 10.033   1.34  261.26    1.99  161.73  185.04
 2017  36 10.033   1.33  261.29    1.99  147.57  185.07
 2017  37 10.033   1.33  261.32    1.99  133.42  185.10
 2017  38 10.033   1.33  261.35    1.99  119.26  185.13
 2017  39 10.033   1.33  261.38    2.00  105.10  185.16
 2017  40 10.033   1.33  261.41    2.00   91.01  185.19
 2017  41 10.033   1.33  261.44    2.00   76.85  185.22
 2017  42 10.033   1.33  261.47    2.01   62.69  185.25
 2017  43 10.033   1.33  261.50    2.01   48.53  185.28
 2017  44 10.033   1.33  261.53    2.01   34.38  185.31
 2017  45 10.033   1.32  261.56    2.01   20.22  185.34
 2017  46 10.034   1.32  261.59    2.02    6.06  185.37
 2017  47 10.034   1.32  261.62    2.02  351.90  185.40
 2017  48 10.034   1.32  261.65    2.02  337.75  185.43
 2017  49 10.034   1.32  261.68    2.02  323.59  185.46
 2017  50 10.034   1.32  261.71    2.03  309.43  185.49
 2017  51 10.034   1.32  261.74    2.03  295.27  185.52
 2017  52 10.034   1.32  261.77    2.03  281.12  185.55
 2017  53 10.034   1.32  261.80    2.03  266.96  185.58
 2017  54 10.034   1.32  261.83    2.04  252.80  185.61
 2017  55 10.034   1.31  261.86    2.04  238.64  185.64
 2017  56 10.034   1.31  261.89    2.04  224.49  185.67
 2017  57 10.034   1.31  261.92    2.05  210.33  185.70
 2017  58 10.034   1.31  261.95    2.05  196.17  185.73
 2017  59 10.034   1.31  261.98    2.05  182.01  185.76
 2017  60 10.034   1.31  262.01    2.05  167.92  185.79
 2017  61 10.034   1.31  262.05    2.06  153.76  185.82
 2017  62 10.034   1.31  262.08    2.06  139.60  185.85
 2017  63 10.034   1.30  262.11    2.06  125.45  185.88
 2017  64 10.035   1.30  262.14    2.06  111.29  185.91
 2017  65 10.035   1.30  262.17    2.07   97.13  185.94
 2017  66 10.035   1.30  262.20    2.07   82.97  185.97
 2017  67 10.035   1.30  262.23    2.07   68.82  186.00
 2017  68 10.035   1.30  262.26    2.07   54.66  186.03
 2017  69 10.035   1.30  262.29    2.08   40.50  186.06
 2017  70 10.035   1.30  262.32    2.08   26.34  186.09
 2017  71 10.035   1.30  262.35    2.08   12.19  186.12
 2017  72 10.035   1.29  262.38    2.09  358.03  186.15
 2017  73 10.035   1.29  262.41    2.09  343.87  186.18
 2017  74 10.035   1.29  262.44    2.09  329.71  186.21
 2017  75 10.035   1.29  262.47    2.09  315.56  186.24
 2017  76 10.035   1.29  262.50    2.10  301.40  186.28
 2017  77 10.035   1.29  262.53    2.10  287.24  186.31
 2017  78 10.035   1.29  262.56    2.10  273.09  186.34
 2017  79 10.035   1.29  262.59    2.10  258.93  186.37
 2017  80 10.035   1.29  262.62    2.11  244.83  186.40
 2017  81 10.035   1.28  262.65    2.11  230.68  186.43
 2017  82 10.035   1.28  262.68    2.11  216.52  186.46
 2017  83 10.035   1.28  262.71    2.11  202.36  186.49
 2017  84 10.036   1.28  262.74    2.12  188.20  186.52
 2017  85 10.036   1.28  262.77    2.12  174.05  186.55
 2017  86 10.036   1.28  262.80    2.12  159.89  186.58
 2017  87 10.036   1.28  262.83    2.13  145.73  186.61
 2017  88 10.036   1.28  262.86    2.13  131.57  186.64
 2017  89 10.036   1.28  262.89    2.13  117.42  186.67
 2017  90 10.036   1.27  262.92    2.13  103.26  186.70
 2017  91 10.036   1.27  262.95    2.14   89.10  186.73
 2017  92 10.036   1.27  262.98    2.14   74.94  186.76
 2017  93 10.036   1.27  263.01    2.14   60.79  186.79
 2017  94 10.036   1.27  263.04    2.14   46.63  186.82
 2017  95 10.036   1.27  263.07    2.15   32.47  186.85
 2017  96 10.036   1.27  263.10    2.15   18.31  186.88
 2017  97 10.036   1.27  263.13    2.15    4.16  186.91
 2017  98 10.036   1.27  263.16    2.15  350.00  186.94
 2017  99 10.036   1.26  263.19    2.16  335.84  186.97
 2017 100 10.036   1.26  263.22    2.16  321.75  187.00
 2017 101 10.036   1.26  263.25    2.16  307.59  187.03
 2017 102 10.036   1.26  263.28    2.17  293.43  187.06
 2017 103 10.036   1.26  263.31    2.17  279.27  187.09
 2017 104 10.037   1.26  263.34    2.17  265.12  187.12
 2017 105 10.037   1.26  263.37    2.17  250.96  187.15
 2017 106 10.037   1.26  263.40    2.18  236.80  187.18
 2017 107 10.037   1.26  263.43    2.18  222.64  187.21
 2017 108 10.037   1.25  263.46    2.18  208.49  187.24
 2017 109 10.037   1.25  263.49    2.18  194.33  187.27
 2017 110 10.037   1.25  263.52    2.19  180.17  187.30
 2017 111 10.037   1.25  263.55    2.19  166.01  187.33
 2017 112 10.037   1.25  263.58    2.19  151.86  187.36
 2017 113 10.037   1.25  263.61    2.19  137.70  187.39
 2017 114 10.037   1.25  263.64    2.20  123.54  187.42
 2017 115 10.037   1.25  263.67    2.20  109.38  187.45
 2017 116 10.037   1.25  263.70    2.20   95.23  187.48
 2017 117 10.037   1.24  263.73    2.20   81.07  187.51
 2017 118 10.037   1.24  263.76    2.21   66.91  187.54
 2017 119 10.037   1.24  263.79    2.21   52.75  187.57
 2017 120 10.037   1.24  263.82    2.21   38.66  187.60
 2017 121 10.037   1.24  263.85    2.22   24.50  187.63
 2017 122 10.037   1.24  263.88    2.22   10.34  187.66
 2017 123 10.037   1.24  263.91    2.22  356.19  187.69
 2017 124 10.037   1.24  263.94    2.22  342.03  187.72
 2017 125 10.037   1.24  263.97    2.23  327.87  187.75
 2017 126 10.038   1.23  264.00    2.23  313.71  187.78
 2017 127 10.038   1.23  264.03    2.23  299.56  187.81
 2017 128 10.038   1.23  264.06    2.23  285.40  187.84
 2017 129 10.038   1.23  264.09    2.24  271.24  187.87
 2017 130 10.038   1.23  264.12    2.24  257.08  187.90
 2017 131 10.038   1.23  264.15    2.24  242.93  187.93
 2017 132 10.038   1.23  264.19    2.24  228.77  187.96
 2017 133 10.038   1.23  264.22    2.25  214.61  187.99
 2017 134 10.038   1.23  264.25    2.25  200.45  188.02
 2017 135 10.038   1.22  264.28    2.25  186.30  188.05
 2017 136 10.038   1.22  264.31    2.25  172.14  188.08
 2017 137 10.038   1.22  264.34    2.26  157.98  188.11
 2017 138 10.038   1.22  264.37    2.26  143.82  188.14
 2017 139 10.038   1.22  264.40    2.26  129.67  188.17
 2017 140 10.038   1.22  264.43    2.27  115.57  188.20
 2017 141 10.038   1.22  264.46    2.27  101.41  188.23
 2017 142 10.038   1.22  264.49    2.27   87.26  188.26
 2017 143 10.038   1.21  264.52    2.27   73.10  188.29
 2017 144 10.038   1.21  264.55    2.28   58.94  188.32
 2017 145 10.038   1.21  264.58    2.28   44.78  188.35
 2017 146 10.038   1.21  264.61    2.28   30.63  188.38
 2017 147 10.038   1.21  264.64    2.28   16.47  188.41
 2017 148 10.038   1.21  264.67    2.29    2.31  188.44
 2017 149 10.038   1.21  264.70    2.29  348.15  188.47
 2017 150 10.039   1.21  264.73    2.29  334.00  188.50
 2017 151 10.039   1.21  264.76    2.29  319.84  188.53
 2017 152 10.039   1.20  264.79    2.30  305.68  188.56
 2017 153 10.039   1.20  264.82    2.30  291.52  188.59
 2017 154 10.039   1.20  264.85    2.30  277.37  188.62
 2017 155 10.039   1.20  264.88    2.30  263.21  188.65
 2017 156 10.039   1.20  264.91    2.31  249.05  188.68
 2017 157 10.039   1.20  264.94    2.31  234.89  188.71
 2017 158 10.039   1.20  264.97    2.31  220.74  188.74
 2017 159 10.039   1.20  265.00    2.31  206.58  188.77
 2017 160 10.039   1.20  265.03    2.32  192.42  188.80
 2017 161 10.039   1.19  265.06    2.32  178.33  188.83
 2017 162 10.039   1.19  265.09    2.32  164.17  188.86
 2017 163 10.039   1.19  265.12    2.33  150.01  188.89
 2017 164 10.039   1.19  265.15    2.33  135.85  188.92
 2017 165 10.039   1.19  265.18    2.33  121.70  188.95
 2017 166 10.039   1.19  265.21    2.33  107.54  188.98
 2017 167 10.039   1.19  265.24    2.34   93.38  189.01
 2017 168 10.039   1.19  265.27    2.34   79.22  189.04
 2017 169 10.039   1.18  265.30    2.34   65.07  189.07
 2017 170 10.039   1.18  265.33    2.34   50.91  189.10
 2017 171 10.039   1.18  265.36    2.35   36.75  189.13
