 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2017   1  0.723  -1.54   49.88    1.65   72.88  333.88
 2017   2  0.722  -1.46   51.48    1.55   60.30  335.48
 2017   3  0.722  -1.37   53.09    1.45   47.71  337.09
 2017   4  0.722  -1.28   54.69    1.35   35.13  338.69
 2017   5  0.722  -1.19   56.30    1.25   22.54  340.29
 2017   6  0.722  -1.10   57.90    1.15    9.96  341.90
 2017   7  0.722  -1.01   59.51    1.05  357.38  343.51
 2017   8  0.722  -0.92   61.12    0.94  344.80  345.11
 2017   9  0.722  -0.83   62.72    0.84  332.22  346.72
 2017  10  0.721  -0.74   64.33    0.73  319.64  348.32
 2017  11  0.721  -0.64   65.94    0.62  307.06  349.93
 2017  12  0.721  -0.55   67.55    0.52  294.48  351.54
 2017  13  0.721  -0.45   69.16    0.41  281.90  353.15
 2017  14  0.721  -0.36   70.77    0.30  269.32  354.76
 2017  15  0.721  -0.26   72.38    0.19  256.74  356.37
 2017  16  0.721  -0.17   73.99    0.09  244.16  357.98
 2017  17  0.721  -0.07   75.60   -0.02  231.59  359.59
 2017  18  0.720   0.02   77.21   -0.13  219.01    1.20
 2017  19  0.720   0.12   78.82   -0.24  206.43    2.81
 2017  20  0.720   0.21   80.44   -0.35  193.92    4.42
 2017  21  0.720   0.31   82.05   -0.45  181.35    6.03
 2017  22  0.720   0.40   83.66   -0.56  168.77    7.65
 2017  23  0.720   0.50   85.28   -0.67  156.20    9.26
 2017  24  0.720   0.59   86.89   -0.77  143.62   10.87
 2017  25  0.720   0.69   88.51   -0.88  131.05   12.49
 2017  26  0.720   0.78   90.12   -0.99  118.48   14.10
 2017  27  0.720   0.87   91.74   -1.09  105.91   15.72
 2017  28  0.719   0.97   93.36   -1.19   93.33   17.33
 2017  29  0.719   1.06   94.97   -1.30   80.76   18.95
 2017  30  0.719   1.15   96.59   -1.40   68.19   20.57
 2017  31  0.719   1.24   98.21   -1.50   55.62   22.19
 2017  32  0.719   1.33   99.83   -1.60   43.05   23.80
 2017  33  0.719   1.41  101.45   -1.70   30.49   25.42
 2017  34  0.719   1.50  103.07   -1.79   17.92   27.04
 2017  35  0.719   1.59  104.69   -1.89    5.35   28.66
 2017  36  0.719   1.67  106.31   -1.98  352.78   30.28
