 YYYY DOY   AU     ELAT   ELON    HG_LAT  HG_LON  HGI_LON
 2017   1  0.983   0.00  100.73   -3.02  123.55   24.55
 2017   2  0.983   0.00  101.75   -3.14  110.38   25.57
 2017   3  0.983   0.00  102.77   -3.25   97.21   26.58
 2017   4  0.983   0.00  103.79   -3.37   84.03   27.60
 2017   5  0.983   0.00  104.81   -3.48   70.86   28.61
 2017   6  0.983   0.00  105.83   -3.59   57.69   29.63
 2017   7  0.983   0.00  106.85   -3.70   44.52   30.64
 2017   8  0.983   0.00  107.87   -3.81   31.34   31.66
 2017   9  0.983   0.00  108.89   -3.92   18.17   32.67
 2017  10  0.983   0.00  109.91   -4.03    5.00   33.69
 2017  11  0.983   0.00  110.93   -4.14  351.83   34.70
 2017  12  0.983   0.00  111.95   -4.24  338.66   35.72
 2017  13  0.984   0.00  112.96   -4.34  325.49   36.74
 2017  14  0.984   0.00  113.98   -4.45  312.32   37.75
 2017  15  0.984   0.00  115.00   -4.55  299.14   38.77
 2017  16  0.984   0.00  116.02   -4.65  285.97   39.79
 2017  17  0.984   0.00  117.04   -4.74  272.80   40.80
 2017  18  0.984   0.00  118.06   -4.84  259.63   41.82
 2017  19  0.984   0.00  119.07   -4.94  246.46   42.84
 2017  20  0.984   0.00  120.09   -5.03  233.36   43.86
 2017  21  0.984   0.00  121.11   -5.12  220.19   44.87
 2017  22  0.984   0.00  122.13   -5.21  207.02   45.89
 2017  23  0.984   0.00  123.15   -5.30  193.85   46.91
 2017  24  0.984   0.00  124.16   -5.39  180.68   47.93
 2017  25  0.984   0.00  125.18   -5.47  167.51   48.94
 2017  26  0.985   0.00  126.20   -5.55  154.34   49.96
 2017  27  0.985   0.00  127.21   -5.64  141.17   50.98
 2017  28  0.985   0.00  128.23   -5.72  128.00   52.00
 2017  29  0.985   0.00  129.24   -5.79  114.83   53.02
 2017  30  0.985   0.00  130.26   -5.87  101.66   54.03
 2017  31  0.985   0.00  131.28   -5.94   88.49   55.05
 2017  32  0.985   0.00  132.29   -6.02   75.32   56.07
 2017  33  0.985   0.00  133.31   -6.09   62.15   57.09
 2017  34  0.986   0.00  134.32   -6.15   48.98   58.11
 2017  35  0.986   0.00  135.33   -6.22   35.81   59.13
 2017  36  0.986   0.00  136.35   -6.29   22.64   60.14
 2017  37  0.986   0.00  137.36   -6.35    9.47   61.16
 2017  38  0.986   0.00  138.38   -6.41  356.30   62.18
 2017  39  0.986   0.00  139.39   -6.47  343.13   63.20
 2017  40  0.987   0.00  140.40   -6.52  330.03   64.21
 2017  41  0.987   0.00  141.41   -6.58  316.86   65.23
 2017  42  0.987   0.00  142.43   -6.63  303.69   66.25
 2017  43  0.987   0.00  143.44   -6.68  290.52   67.27
 2017  44  0.987   0.00  144.45   -6.73  277.35   68.28
 2017  45  0.988   0.00  145.46   -6.78  264.17   69.30
 2017  46  0.988   0.00  146.47   -6.82  251.00   70.32
 2017  47  0.988   0.00  147.48   -6.86  237.83   71.33
 2017  48  0.988   0.00  148.49   -6.90  224.66   72.35
 2017  49  0.988   0.00  149.50   -6.94  211.49   73.36
 2017  50  0.989   0.00  150.51   -6.97  198.32   74.38
 2017  51  0.989   0.00  151.52   -7.01  185.15   75.40
 2017  52  0.989   0.00  152.52   -7.04  171.97   76.41
 2017  53  0.989   0.00  153.53   -7.07  158.80   77.43
 2017  54  0.989   0.00  154.54   -7.09  145.63   78.44
 2017  55  0.990   0.00  155.54   -7.12  132.45   79.45
 2017  56  0.990   0.00  156.55   -7.14  119.28   80.47
 2017  57  0.990   0.00  157.56   -7.16  106.11   81.48
 2017  58  0.990   0.00  158.56   -7.18   92.93   82.49
 2017  59  0.991   0.00  159.57   -7.19   79.76   83.51
 2017  60  0.991   0.00  160.57   -7.21   66.64   84.52
 2017  61  0.991   0.00  161.57   -7.22   53.47   85.53
 2017  62  0.991   0.00  162.58   -7.23   40.29   86.54
 2017  63  0.992   0.00  163.58   -7.23   27.11   87.55
 2017  64  0.992   0.00  164.58   -7.24   13.94   88.56
 2017  65  0.992   0.00  165.58   -7.24    0.76   89.57
 2017  66  0.992   0.00  166.58   -7.24  347.58   90.58
 2017  67  0.993   0.00  167.58   -7.24  334.40   91.59
 2017  68  0.993   0.00  168.58   -7.23  321.22   92.60
 2017  69  0.993   0.00  169.58   -7.22  308.04   93.60
 2017  70  0.993   0.00  170.58   -7.22  294.86   94.61
 2017  71  0.994   0.00  171.58   -7.20  281.68   95.62
 2017  72  0.994   0.00  172.58   -7.19  268.50   96.62
 2017  73  0.994   0.00  173.58   -7.18  255.32   97.63
 2017  74  0.994   0.00  174.57   -7.16  242.13   98.63
 2017  75  0.995   0.00  175.57   -7.14  228.95   99.64
 2017  76  0.995   0.00  176.57   -7.12  215.77  100.64
 2017  77  0.995   0.00  177.56   -7.09  202.58  101.64
 2017  78  0.996   0.00  178.56   -7.06  189.39  102.64
 2017  79  0.996   0.00  179.55   -7.04  176.21  103.65
 2017  80  0.996  -0.00  180.54   -7.01  163.08  104.65
 2017  81  0.996  -0.00  181.54   -6.97  149.90  105.65
 2017  82  0.997  -0.00  182.53   -6.94  136.71  106.65
 2017  83  0.997  -0.00  183.52   -6.90  123.52  107.64
 2017  84  0.997  -0.00  184.51   -6.86  110.33  108.64
 2017  85  0.997  -0.00  185.50   -6.82   97.14  109.64
 2017  86  0.998  -0.00  186.49   -6.78   83.95  110.63
 2017  87  0.998  -0.00  187.48   -6.73   70.76  111.63
 2017  88  0.998  -0.00  188.47   -6.69   57.56  112.63
 2017  89  0.999  -0.00  189.46   -6.64   44.37  113.62
 2017  90  0.999  -0.00  190.45   -6.59   31.17  114.61
 2017  91  0.999  -0.00  191.44   -6.53   17.98  115.60
 2017  92  1.000  -0.00  192.42   -6.48    4.78  116.60
 2017  93  1.000  -0.00  193.41   -6.42  351.59  117.59
 2017  94  1.000  -0.00  194.39   -6.36  338.39  118.58
 2017  95  1.000  -0.00  195.38   -6.30  325.19  119.57
 2017  96  1.001  -0.00  196.36   -6.24  311.99  120.55
 2017  97  1.001  -0.00  197.35   -6.18  298.79  121.54
 2017  98  1.001  -0.00  198.33   -6.11  285.59  122.53
 2017  99  1.002  -0.00  199.31   -6.04  272.39  123.52
 2017 100  1.002  -0.00  200.30   -5.98  259.25  124.50
 2017 101  1.002  -0.00  201.28   -5.90  246.05  125.48
 2017 102  1.002  -0.00  202.26   -5.83  232.84  126.47
 2017 103  1.003  -0.00  203.24   -5.76  219.64  127.45
 2017 104  1.003  -0.00  204.22   -5.68  206.43  128.43
 2017 105  1.003  -0.00  205.20   -5.60  193.23  129.41
 2017 106  1.003  -0.00  206.18   -5.53  180.02  130.39
 2017 107  1.004  -0.00  207.16   -5.44  166.81  131.37
 2017 108  1.004  -0.00  208.13   -5.36  153.60  132.35
 2017 109  1.004  -0.00  209.11   -5.28  140.39  133.33
 2017 110  1.005  -0.00  210.09   -5.19  127.18  134.31
 2017 111  1.005  -0.00  211.06   -5.11  113.97  135.28
 2017 112  1.005  -0.00  212.04   -5.02  100.76  136.26
 2017 113  1.005  -0.00  213.02   -4.93   87.55  137.23
 2017 114  1.006  -0.00  213.99   -4.84   74.33  138.21
 2017 115  1.006  -0.00  214.96   -4.75   61.12  139.18
 2017 116  1.006  -0.00  215.94   -4.65   47.90  140.15
 2017 117  1.006  -0.00  216.91   -4.56   34.69  141.13
 2017 118  1.007  -0.00  217.88   -4.46   21.47  142.10
 2017 119  1.007  -0.00  218.86   -4.36    8.25  143.07
 2017 120  1.007  -0.00  219.83   -4.27  355.10  144.04
 2017 121  1.008  -0.00  220.80   -4.17  341.88  145.00
 2017 122  1.008  -0.00  221.77   -4.07  328.66  145.97
 2017 123  1.008  -0.00  222.74   -3.96  315.44  146.94
 2017 124  1.008  -0.00  223.71   -3.86  302.22  147.91
 2017 125  1.009  -0.00  224.68   -3.76  289.00  148.87
 2017 126  1.009  -0.00  225.65   -3.65  275.77  149.84
 2017 127  1.009  -0.00  226.61   -3.55  262.55  150.80
 2017 128  1.009  -0.00  227.58   -3.44  249.33  151.76
 2017 129  1.009  -0.00  228.55   -3.33  236.10  152.73
 2017 130  1.010  -0.00  229.52   -3.22  222.88  153.69
 2017 131  1.010  -0.00  230.48   -3.11  209.65  154.65
 2017 132  1.010  -0.00  231.45   -3.00  196.42  155.61
 2017 133  1.010  -0.00  232.41   -2.89  183.20  156.57
 2017 134  1.011  -0.00  233.38   -2.78  169.97  157.53
 2017 135  1.011  -0.00  234.34   -2.67  156.74  158.49
 2017 136  1.011  -0.00  235.31   -2.55  143.51  159.45
 2017 137  1.011  -0.00  236.27   -2.44  130.28  160.41
 2017 138  1.011  -0.00  237.24   -2.32  117.05  161.36
 2017 139  1.012  -0.00  238.20   -2.21  103.82  162.32
 2017 140  1.012  -0.00  239.16   -2.09   90.65  163.28
 2017 141  1.012  -0.00  240.12   -1.98   77.42  164.23
